datetime,x,y
20200123 21:45,121.4560,25.0064
20200123 21:47,121.4552,25.0049
20200123 21:48,121.4531,25.0063
20200123 21:48,121.4557,25.0059
20200123 21:48,121.4531,25.0063
20200123 21:52,121.4557,25.0059
20200123 21:52,121.4531,25.0063
20200123 21:53,121.4552,25.0049
20200123 21:56,121.4568,25.0059
20200123 22:36,121.4597,25.0049
20200123 22:41,121.4569,25.0058
20200123 22:51,121.4550,25.0044
20200123 22:55,121.4557,25.0059
20200123 23:09,121.4598,25.0042
20200123 23:12,121.4567,25.0047
20200123 23:36,121.4557,25.0059
20200123 23:36,121.4525,25.0058
20200123 23:36,121.4557,25.0059
20200123 23:36,121.4525,25.0058
20200123 23:36,121.4557,25.0059
20200123 23:36,121.4524,25.0062
20200123 23:36,121.4557,25.0059
20200123 23:41,121.4572,25.0072
20200123 23:47,121.4558,25.0060
20200124 00:22,121.4547,25.0049
20200124 01:38,121.4596,25.0052
20200124 01:40,121.4554,25.0044
20200124 01:57,121.4598,25.0042
20200124 01:59,121.4560,25.0049
20200124 02:00,121.4598,25.0042
20200124 02:03,121.4550,25.0040
20200124 02:09,121.4564,25.0051
20200124 02:10,121.4597,25.0048
20200124 02:13,121.4570,25.0059
20200124 02:23,121.4551,25.0041
20200124 04:12,121.4564,25.0055
20200124 05:09,121.4548,25.0036
20200124 05:36,121.4565,25.0052
20200124 05:37,121.4598,25.0042
20200124 05:40,121.4570,25.0058
20200124 05:50,121.4552,25.0040
20200124 06:05,121.4565,25.0056
20200124 06:05,121.4552,25.0040
20200124 06:25,121.4635,25.0049
20200124 06:49,121.4542,25.0038
20200124 06:51,121.4570,25.0058
20200124 06:51,121.4554,25.0044
20200124 06:51,121.4571,25.0059
20200124 06:51,121.4554,25.0044
20200124 06:51,121.4570,25.0058
20200124 06:53,121.4598,25.0042
20200124 06:53,121.4564,25.0051
20200124 06:54,121.4597,25.0048
20200124 07:01,121.4561,25.0048
20200124 07:04,121.4598,25.0042
20200124 07:04,121.4565,25.0052
20200124 07:06,121.4597,25.0048
20200124 07:08,121.4564,25.0051
20200124 07:08,121.4597,25.0049
20200124 07:10,121.4543,25.0039
20200124 07:19,121.4554,25.0052
20200124 07:19,121.4570,25.0059
20200124 07:19,121.4554,25.0052
20200124 07:19,121.4570,25.0059
20200124 07:19,121.4554,25.0052
20200124 07:19,121.4570,25.0059
20200124 07:28,121.4597,25.0048
20200124 07:30,121.4550,25.0040
20200124 07:39,121.4599,25.0033
20200124 07:55,121.4554,25.0044
20200124 08:02,121.4596,25.0052
20200124 08:02,121.4554,25.0044
20200124 08:04,121.4570,25.0059
20200124 08:04,121.4552,25.0048
20200124 08:04,121.4570,25.0059
20200124 08:04,121.4554,25.0052
20200124 08:05,121.4570,25.0059
20200124 08:17,121.4552,25.0049
20200124 08:18,121.4570,25.0059
20200124 08:18,121.4552,25.0049
20200124 08:21,121.4569,25.0058
20200124 08:29,121.4551,25.0038
20200124 09:03,121.4550,25.0054
20200124 09:39,121.4543,25.0030
20200124 09:39,121.4558,25.0049
20200124 09:41,121.4599,25.0038
20200124 09:44,121.4568,25.0055
20200124 09:45,121.4552,25.0049
20200124 09:45,121.4559,25.0061
20200124 09:45,121.4552,25.0049
20200124 09:49,121.4578,25.0099
20200124 09:50,121.4596,25.0131
20200124 09:51,121.4617,25.0139
20200124 09:57,121.4645,25.0153
20200124 10:22,121.4473,25.0057
20200124 10:22,121.4646,25.0143
20200124 10:22,121.4471,25.0048
20200124 10:22,121.4646,25.0143
20200124 10:23,121.4365,25.0086
20200124 10:23,121.4429,25.0043
20200124 10:23,121.4453,25.0043
20200124 10:23,121.4362,25.0061
20200124 10:23,121.4282,25.0035
20200124 10:23,121.4313,25.0051
20200124 10:23,121.4332,25.0045
20200124 10:23,121.4303,25.0046
20200124 10:23,121.4332,25.0045
20200124 10:23,121.4320,25.0055
20200124 10:23,121.4453,25.0043
20200124 10:23,121.4279,25.0032
20200124 10:23,121.4313,25.0051
20200124 10:23,121.4365,25.0086
20200124 10:23,121.4340,25.0062
20200124 10:23,121.4332,25.0045
20200124 10:23,121.4365,25.0086
20200124 10:23,121.4332,25.0045
20200124 10:23,121.4365,25.0086
20200124 10:24,121.3908,25.0106
20200124 10:24,121.4229,25.0037
20200124 10:24,121.4207,25.0038
20200124 10:24,121.4153,25.0023
20200124 10:24,121.4231,25.0036
20200124 10:24,121.4139,25.0037
20200124 10:24,121.4231,25.0036
20200124 10:24,121.4139,25.0037
20200124 10:24,121.3908,25.0106
20200124 10:24,121.4128,25.0053
20200124 10:24,121.4139,25.0037
20200124 10:24,121.3908,25.0106
20200124 10:24,121.4231,25.0036
20200124 10:24,121.4210,25.0037
20200124 10:24,121.4139,25.0037
20200124 10:24,121.3906,25.0107
20200124 10:26,121.3554,25.0299
20200124 10:26,121.3655,25.0244
20200124 10:27,121.3554,25.0299
20200124 10:28,121.2801,25.0565
20200124 10:28,121.2925,25.0581
20200124 10:28,121.2796,25.0568
20200124 10:28,121.2864,25.0557
20200124 10:28,121.2903,25.0576
20200124 10:28,121.3617,25.0432
20200124 10:28,121.2932,25.0584
20200124 10:28,121.2794,25.0567
20200124 10:28,121.3617,25.0432
20200124 10:28,121.3606,25.0455
20200124 10:28,121.3444,25.0389
20200124 10:29,121.2767,25.0558
20200124 10:29,121.2555,25.0504
20200124 10:29,121.2597,25.0529
20200124 10:29,121.2548,25.0505
20200124 10:29,121.2620,25.0537
20200124 10:29,121.2771,25.0563
20200124 10:29,121.2684,25.0535
20200124 10:29,121.2700,25.0545
20200124 10:29,121.2586,25.0522
20200124 10:29,121.2684,25.0535
20200124 10:29,121.2530,25.0485
20200124 10:30,121.2334,25.0310
20200124 10:30,121.2305,25.0295
20200124 10:30,121.2249,25.0227
20200124 10:30,121.2371,25.0356
20200124 10:30,121.2352,25.0328
20200124 10:30,121.2333,25.0316
20200124 10:30,121.2277,25.0255
20200124 10:30,121.2312,25.0294
20200124 10:30,121.2382,25.0364
20200124 10:30,121.2277,25.0255
20200124 10:30,121.2312,25.0294
20200124 10:30,121.2254,25.0238
20200124 10:30,121.2334,25.0310
20200124 10:30,121.2306,25.0299
20200124 10:30,121.2277,25.0255
20200124 10:31,121.2139,25.0116
20200124 10:31,121.2214,25.0200
20200124 10:31,121.2148,25.0126
20200124 10:31,121.2139,25.0115
20200124 10:36,121.1965,24.9945
20200124 10:36,121.2148,25.0125
20200124 10:36,121.1965,24.9945
20200124 10:36,121.2148,25.0125
20200124 10:36,121.1965,24.9945
20200124 10:37,121.1792,24.9897
20200124 10:38,121.1665,24.9647
20200124 10:38,121.1750,24.9725
20200124 10:38,121.1665,24.9647
20200124 10:38,121.1704,24.9682
20200124 10:38,121.1581,24.9592
20200124 10:38,121.1736,24.9714
20200124 10:38,121.1704,24.9682
20200124 10:38,121.1660,24.9647
20200124 10:38,121.1750,24.9725
20200124 10:38,121.1660,24.9647
20200124 10:38,121.1750,24.9725
20200124 10:38,121.1704,24.9682
20200124 10:38,121.1750,24.9725
20200124 10:38,121.1665,24.9647
20200124 10:38,121.1750,24.9725
20200124 10:38,121.1704,24.9682
20200124 10:38,121.1750,24.9725
20200124 10:38,121.1584,24.9593
20200124 10:39,121.1510,24.9571
20200124 10:39,121.1498,24.9562
20200124 10:39,121.1414,24.9517
20200124 10:39,121.1490,24.9560
20200124 10:39,121.1467,24.9548
20200124 10:39,121.1510,24.9571
20200124 10:39,121.1414,24.9517
20200124 10:39,121.1498,24.9562
20200124 10:39,121.1510,24.9571
20200124 10:39,121.1414,24.9517
20200124 10:39,121.1395,24.9520
20200124 10:40,121.1009,24.9192
20200124 10:40,121.1169,24.9317
20200124 10:41,121.0815,24.9004
20200124 10:41,121.0958,24.9141
20200124 10:41,121.0853,24.9062
20200124 10:41,121.0809,24.8995
20200124 10:41,121.0805,24.8933
20200124 10:41,121.0779,24.8929
20200124 10:41,121.0809,24.8995
20200124 10:41,121.0958,24.9141
20200124 10:41,121.0858,24.9069
20200124 10:41,121.0809,24.8995
20200124 10:41,121.0791,24.8856
20200124 10:41,121.0809,24.8995
20200124 10:41,121.0767,24.8910
20200124 10:41,121.0958,24.9141
20200124 10:41,121.0757,24.8910
20200124 10:41,121.0809,24.8995
20200124 10:41,121.0833,24.9031
20200124 10:41,121.0815,24.9004
20200124 10:41,121.0958,24.9141
20200124 10:41,121.0878,24.9101
20200124 10:41,121.0953,24.9133
20200124 10:41,121.0878,24.9101
20200124 10:41,121.0958,24.9141
20200124 10:41,121.0835,24.9035
20200124 10:42,121.0802,24.8504
20200124 10:42,121.0792,24.8854
20200124 10:42,121.0821,24.8865
20200124 10:42,121.0848,24.8848
20200124 10:42,121.0824,24.8846
20200124 10:42,121.0791,24.8856
20200124 10:42,121.0824,24.8846
20200124 10:42,121.0794,24.8502
20200124 10:43,121.0684,24.8269
20200124 10:43,121.0648,24.8254
20200124 10:43,121.0648,24.8428
20200124 10:43,121.0683,24.8269
20200124 10:43,121.0648,24.8428
20200124 10:43,121.0635,24.8232
20200124 10:44,121.0410,24.8126
20200124 10:44,121.0403,24.8104
20200124 10:44,121.0414,24.8123
20200124 10:44,121.0416,24.8102
20200124 10:46,121.0407,24.8091
20200124 10:46,121.0399,24.8079
20200124 10:46,121.0406,24.8091
20200124 10:46,121.0404,24.8076
20200124 10:46,121.0407,24.8091
20200124 10:46,121.0404,24.8076
20200124 10:46,121.0406,24.8091
20200124 10:47,121.0404,24.8076
20200124 10:48,121.0404,24.8059
20200124 10:48,121.0384,24.8017
20200124 10:48,121.0404,24.8059
20200124 10:49,121.0367,24.8000
20200124 10:49,121.0264,24.7809
20200124 10:49,121.0367,24.8000
20200124 10:51,120.9818,24.7260
20200124 10:53,120.9458,24.7026
20200124 10:53,120.9286,24.6929
20200124 10:53,120.9180,24.6782
20200124 10:53,120.9224,24.6878
20200124 10:53,120.9245,24.6895
20200124 10:53,120.9458,24.7026
20200124 10:53,120.9224,24.6878
20200124 10:53,120.9458,24.7026
20200124 10:53,120.9199,24.6802
20200124 10:54,120.8681,24.6630
20200124 10:54,120.9108,24.6732
20200124 10:54,120.9317,24.6773
20200124 10:54,120.8681,24.6630
20200124 10:54,120.9060,24.6736
20200124 10:54,120.8641,24.6570
20200124 10:54,120.9187,24.6683
20200124 10:55,120.8285,24.6413
20200124 10:55,120.8474,24.6286
20200124 10:55,120.8235,24.6320
20200124 10:55,120.8867,24.6388
20200124 10:55,120.8475,24.6415
20200124 10:55,120.8227,24.6417
20200124 10:55,120.8285,24.6413
20200124 10:55,120.8867,24.6388
20200124 10:55,120.8769,24.6365
20200124 10:55,120.8509,24.6254
20200124 10:55,120.8769,24.6365
20200124 10:55,120.8227,24.6417
20200124 10:55,120.8567,24.6557
20200124 10:55,120.8353,24.6506
20200124 10:55,120.8165,24.6573
20200124 10:55,120.8457,24.6478
20200124 10:56,120.8510,24.6179
20200124 10:56,120.8522,24.6111
20200124 10:56,120.8510,24.6179
20200124 10:57,120.8322,24.6074
20200124 10:57,120.8284,24.6019
20200124 10:57,120.8321,24.6072
20200124 10:57,120.8332,24.6127
20200124 10:57,120.8327,24.6083
20200124 10:57,120.8332,24.6127
20200124 10:57,120.8327,24.6083
20200124 10:57,120.8208,24.5970
20200124 10:57,120.8289,24.6018
20200124 10:57,120.8327,24.6083
20200124 10:57,120.8332,24.6127
20200124 10:57,120.8282,24.6020
20200124 10:57,120.8322,24.6074
20200124 10:58,120.8282,24.6020
20200124 11:00,120.8302,24.6033
20200124 11:00,120.8312,24.6054
20200124 11:00,120.8215,24.6014
20200124 11:00,120.8238,24.6037
20200124 11:00,120.8242,24.6021
20200124 11:00,120.8238,24.6037
20200124 11:00,120.8211,24.6016
20200124 11:00,120.8242,24.6028
20200124 11:00,120.8207,24.6017
20200124 11:00,120.8242,24.6021
20200124 11:00,120.8215,24.6014
20200124 11:00,120.8303,24.6035
20200124 11:00,120.8289,24.6018
20200124 11:00,120.8215,24.6014
20200124 11:00,120.8302,24.6033
20200124 11:00,120.8308,24.6046
20200124 11:00,120.8301,24.6029
20200124 11:00,120.8312,24.6054
20200124 11:01,120.8236,24.5987
20200124 11:01,120.8151,24.5972
20200124 11:01,120.8201,24.5998
20200124 11:01,120.8147,24.5970
20200124 11:03,120.7461,24.5266
20200124 11:03,120.7289,24.5105
20200124 11:05,120.6984,24.4371
20200124 11:05,120.7125,24.4820
20200124 11:05,120.7192,24.4750
20200124 11:05,120.7125,24.4819
20200124 11:07,120.6882,24.3856
20200124 11:07,120.6808,24.3810
20200124 11:07,120.6850,24.3639
20200124 11:07,120.6818,24.3836
20200124 11:07,120.6873,24.3702
20200124 11:07,120.6818,24.3836
20200124 11:07,120.6862,24.3940
20200124 11:07,120.6808,24.3810
20200124 11:07,120.6865,24.3941
20200124 11:07,120.6823,24.3832
20200124 11:08,120.6734,24.3315
20200124 11:08,120.6745,24.3433
20200124 11:08,120.6728,24.3317
20200124 11:08,120.6735,24.3467
20200124 11:08,120.6748,24.3436
20200124 11:08,120.6735,24.3467
20200124 11:08,120.6832,24.3633
20200124 11:08,120.6745,24.3434
20200124 11:08,120.6731,24.3316
20200124 11:08,120.6738,24.3480
20200124 11:08,120.6754,24.3440
20200124 11:08,120.6736,24.3278
20200124 11:08,120.6734,24.3315
20200124 11:08,120.6742,24.3446
20200124 11:08,120.6738,24.3480
20200124 11:08,120.6849,24.3639
20200124 11:08,120.6745,24.3434
20200124 11:08,120.6827,24.3634
20200124 11:09,120.6730,24.3100
20200124 11:09,120.6749,24.2837
20200124 11:09,120.6747,24.3168
20200124 11:09,120.6735,24.3101
20200124 11:09,120.6713,24.2839
20200124 11:09,120.6728,24.3100
20200124 11:09,120.6749,24.2837
20200124 11:09,120.6733,24.3105
20200124 11:09,120.6743,24.3169
20200124 11:09,120.6743,24.3155
20200124 11:10,120.6151,24.2728
20200124 11:10,120.6565,24.2395
20200124 11:10,120.6775,24.3075
20200124 11:10,120.6548,24.3445
20200124 11:10,120.6402,24.2490
20200124 11:10,120.6460,24.2558
20200124 11:10,120.6565,24.2395
20200124 11:10,120.6523,24.2585
20200124 11:10,120.6447,24.2542
20200124 11:10,120.6466,24.2565
20200124 11:10,120.6571,24.2029
20200124 11:10,120.6229,24.2927
20200124 11:10,120.6312,24.3036
20200124 11:10,120.6488,24.2582
20200124 11:10,120.6565,24.2395
20200124 11:10,120.6466,24.2565
20200124 11:10,120.6683,24.3086
20200124 11:10,120.6775,24.3075
20200124 11:10,120.6564,24.2533
20200124 11:10,120.6485,24.2582
20200124 11:10,120.6548,24.3445
20200124 11:10,120.6460,24.2558
20200124 11:10,120.6312,24.3036
20200124 11:10,120.6548,24.3445
20200124 11:10,120.6571,24.2029
20200124 11:11,120.6537,24.2308
20200124 11:11,120.6386,24.2183
20200124 11:11,120.6503,24.2272
20200124 11:11,120.6461,24.2258
20200124 11:11,120.6381,24.2180
20200124 11:11,120.6461,24.2258
20200124 11:12,120.6263,24.1888
20200124 11:12,120.6290,24.1808
20200124 11:12,120.6289,24.1871
20200124 11:12,120.6382,24.2031
20200124 11:12,120.6271,24.1771
20200124 11:12,120.6251,24.1783
20200124 11:12,120.6256,24.1905
20200124 11:12,120.6269,24.1774
20200124 11:12,120.6251,24.1783
20200124 11:12,120.6265,24.1856
20200124 11:12,120.6392,24.2029
20200124 11:12,120.6256,24.1781
20200124 11:12,120.6428,24.1987
20200124 11:12,120.6245,24.1733
20200124 11:12,120.6231,24.1661
20200124 11:12,120.6265,24.1856
20200124 11:12,120.6231,24.1661
20200124 11:12,120.6263,24.1888
20200124 11:12,120.6243,24.1679
20200124 11:12,120.6278,24.1810
20200124 11:12,120.6260,24.1896
20200124 11:12,120.6256,24.1781
20200124 11:12,120.6382,24.2031
20200124 11:12,120.6396,24.1924
20200124 11:12,120.6255,24.1729
20200124 11:12,120.6260,24.1896
20200124 11:12,120.6296,24.1857
20200124 11:13,120.6203,24.1557
20200124 11:13,120.6179,24.1389
20200124 11:13,120.6214,24.1616
20200124 11:13,120.6199,24.1493
20200124 11:13,120.6206,24.1591
20200124 11:13,120.6179,24.1381
20200124 11:13,120.6186,24.1433
20200124 11:13,120.6203,24.1585
20200124 11:13,120.6197,24.1487
20200124 11:13,120.6186,24.1433
20200124 11:13,120.6203,24.1557
20200124 11:13,120.6193,24.1498
20200124 11:13,120.6191,24.1454
20200124 11:13,120.6201,24.1311
20200124 11:13,120.6192,24.1492
20200124 11:13,120.6186,24.1433
20200124 11:13,120.6183,24.1413
20200124 11:13,120.6203,24.1585
20200124 11:13,120.6192,24.1491
20200124 11:13,120.6203,24.1585
20200124 11:13,120.6192,24.1462
20200124 11:13,120.6186,24.1433
20200124 11:13,120.6213,24.1618
20200124 11:13,120.6197,24.1487
20200124 11:13,120.6183,24.1413
20200124 11:13,120.6193,24.1498
20200124 11:13,120.6251,24.1687
20200124 11:13,120.6201,24.1313
20200124 11:13,120.6197,24.1487
20200124 11:13,120.6206,24.1587
20200124 11:13,120.6182,24.1397
20200124 11:13,120.6186,24.1433
20200124 11:13,120.6183,24.1413
20200124 11:13,120.6214,24.1616
20200124 11:13,120.6179,24.1389
20200124 11:13,120.6186,24.1433
20200124 11:14,120.6173,24.1304
20200124 11:14,120.6194,24.1214
20200124 11:14,120.6172,24.1300
20200124 11:14,120.6194,24.1222
20200124 11:14,120.6172,24.1300
20200124 11:15,120.6154,24.1118
20200124 11:15,120.6152,24.1101
20200124 11:16,120.6160,24.1121
20200124 11:16,120.6153,24.1082
20200124 11:16,120.6154,24.1114
20200124 11:20,120.6160,24.1100
20200124 11:20,120.6193,24.1103
20200124 11:23,120.6201,24.1116
20200124 11:23,120.6190,24.1140
20200124 11:23,120.6193,24.1103
20200124 11:23,120.6187,24.1137
20200124 11:23,120.6201,24.1116
20200124 11:23,120.6193,24.1103
20200124 11:23,120.6205,24.1140
20200124 11:24,120.6180,24.1176
20200124 11:24,120.6192,24.1201
20200124 11:24,120.6179,24.1178
20200124 11:24,120.6196,24.1199
20200124 11:24,120.6204,24.1123
20200124 11:24,120.6197,24.1182
20200124 11:24,120.6191,24.1199
20200124 11:24,120.6182,24.1172
20200124 11:24,120.6193,24.1198
20200124 11:24,120.6183,24.1172
20200124 11:24,120.6192,24.1201
20200124 11:24,120.6180,24.1176
20200124 11:24,120.6186,24.1162
20200124 11:24,120.6196,24.1199
20200124 11:24,120.6179,24.1178
20200124 11:24,120.6194,24.1195
20200124 11:24,120.6184,24.1169
20200124 11:24,120.6204,24.1123
20200124 11:24,120.6191,24.1199
20200124 11:25,120.6203,24.1154
20200124 11:25,120.6155,24.1130
20200124 11:26,120.6153,24.1106
20200124 11:26,120.6130,24.1032
20200124 11:26,120.6131,24.1071
20200124 11:26,120.6130,24.1032
20200124 11:26,120.6130,24.1070
20200124 11:26,120.6153,24.1106
20200124 11:26,120.6131,24.1071
20200124 11:26,120.6153,24.1114
20200124 11:26,120.6130,24.1032
20200124 11:26,120.6153,24.1114
20200124 11:27,120.6065,24.0948
20200124 11:28,120.6013,24.0899
20200124 11:28,120.5988,24.0872
20200124 11:28,120.6013,24.0898
20200124 11:28,120.5984,24.0868
20200124 11:28,120.6028,24.0906
20200124 11:28,120.5991,24.0875
20200124 11:29,120.5930,24.0786
20200124 11:29,120.597,24.0850
20200124 11:29,120.5934,24.0801
20200124 11:29,120.5945,24.0830
20200124 11:29,120.5932,24.0784
20200124 11:29,120.5981,24.0854
20200124 11:29,120.5944,24.0827
20200124 11:29,120.5930,24.0786
20200124 11:29,120.5967,24.0851
20200124 11:29,120.5955,24.0836
20200124 11:29,120.5934,24.0801
20200124 11:29,120.5973,24.0856
20200124 11:29,120.5955,24.0836
20200124 11:29,120.5913,24.0828
20200124 11:29,120.5930,24.0785
20200124 11:29,120.5937,24.0827
20200124 11:29,120.5981,24.0854
20200124 11:29,120.5934,24.0801
20200124 11:30,120.5932,24.0783
20200124 11:31,120.5935,24.0665
20200124 11:31,120.5928,24.0633
20200124 11:31,120.5935,24.0665
20200124 11:31,120.5926,24.0630
20200124 11:37,120.5726,24.0311
20200124 11:38,120.5730,24.0297
20200124 11:38,120.5679,24.0265
20200124 11:38,120.5730,24.0297
20200124 11:39,120.5677,24.0264
20200124 11:39,120.5635,24.0243
20200124 11:39,120.5666,24.0259
20200124 11:39,120.5644,24.0248
20200124 11:39,120.5666,24.0259
20200124 11:39,120.5651,24.0252
20200124 11:40,120.5572,24.0220
20200124 11:40,120.5551,24.0195
20200124 11:41,120.5538,24.0154
20200124 11:41,120.5538,24.0190
20200124 11:45,120.5575,24.0005
20200124 11:45,120.5521,24.0121
20200124 11:45,120.5572,24.0017
20200124 11:45,120.5521,24.0121
20200124 11:46,120.5535,23.9960
20200124 11:47,120.5538,23.9975
20200124 11:47,120.5533,23.9962
20200124 11:47,120.5538,23.9975
20200124 11:48,120.5479,23.9965
20200124 11:48,120.5464,24.0002
20200124 11:49,120.5429,23.9921
20200124 11:52,120.5394,23.9827
20200124 11:52,120.5382,23.9791
20200124 11:52,120.5394,23.9823
20200124 11:52,120.5301,23.9814
20200124 11:52,120.5382,23.9791
20200124 11:53,120.5324,23.9763
20200124 11:53,120.5339,23.9759
20200124 11:53,120.5324,23.9763
20200124 11:53,120.5341,23.9760
20200124 11:53,120.5321,23.9765
20200124 11:53,120.5334,23.9758
20200124 11:53,120.5314,23.9765
20200124 11:55,120.5229,23.9769
20200124 11:55,120.5129,23.9708
20200124 11:55,120.5229,23.9769
20200124 11:57,120.5103,23.9705
20200124 11:57,120.5125,23.9705
20200124 11:58,120.5086,23.9710
20200124 11:58,120.5027,23.9688
20200124 11:58,120.5089,23.9710
20200124 11:58,120.4942,23.9660
20200124 11:59,120.4978,23.9682
20200124 12:00,120.4939,23.9655
20200124 12:01,120.4936,23.9641
20200124 12:03,120.4839,23.9659
20200124 12:05,120.4805,23.9647
20200124 12:06,120.4745,23.9640
20200124 12:09,120.4737,23.9593
20200124 12:10,120.4707,23.9592
20200124 12:11,120.4692,23.9591
20200124 12:11,120.4658,23.9591
20200124 12:12,120.4633,23.9589
20200124 12:13,120.4618,23.9566
20200124 12:21,120.4617,23.9546
20200124 12:25,120.4618,23.9569
20200124 12:35,120.4621,23.9552
20200124 15:03,120.4619,23.9571
20200124 15:46,120.4745,23.9640
20200124 15:48,120.4759,23.9683
20200124 15:49,120.4720,23.9735
20200124 16:54,120.4669,23.9735
20200124 16:54,120.4720,23.9735
20200124 16:56,120.4800,23.9679
20200124 16:56,120.4757,23.9685
20200124 17:00,120.4799,23.9673
20200124 17:01,120.4761,23.9680
20200124 17:06,120.4800,23.9689
20200124 17:08,120.4754,23.9687
20200124 17:11,120.4724,23.9723
20200124 17:12,120.4719,23.9739
20200124 17:14,120.4745,23.9757
20200124 17:14,120.4718,23.9745
20200124 17:22,120.4669,23.9734
20200124 17:22,120.4717,23.9753
20200124 17:22,120.4680,23.9718
20200124 17:22,120.4669,23.9735
20200124 17:23,120.4720,23.9735
20200124 17:27,120.4745,23.9757
20200124 17:36,120.4720,23.9735
20200124 17:47,120.4717,23.9753
20200124 17:53,120.4719,23.9739
20200124 18:12,120.4704,23.9736
20200124 18:20,120.4724,23.9746
20200124 18:20,120.4704,23.9736
20200124 18:20,120.4724,23.9746
20200124 18:33,120.4709,23.9740
20200124 18:34,120.4724,23.9746
20200124 18:46,120.4706,23.9738
20200124 18:46,120.4718,23.9746
20200124 18:46,120.4706,23.9738
20200124 18:50,120.4718,23.9746
20200124 18:51,120.4722,23.9729
20200124 18:51,120.4718,23.9746
20200124 18:51,120.4722,23.9729
20200124 18:51,120.4718,23.9742
20200124 18:51,120.4722,23.9729
20200124 18:52,120.4718,23.9749
20200124 19:03,120.4738,23.9748
20200124 19:05,120.4718,23.9742
20200124 19:13,120.4722,23.9729
20200124 19:13,120.4718,23.9745
20200124 19:17,120.4735,23.9747
20200124 19:20,120.4718,23.9745
20200124 19:20,120.4735,23.9747
20200124 19:20,120.4718,23.9745
20200124 20:03,120.4740,23.9749
20200124 20:03,120.4718,23.9745
20200124 20:06,120.4740,23.9749
20200124 20:21,120.4722,23.9729
20200124 20:21,120.4718,23.9742
20200124 21:04,120.4724,23.9722
20200124 21:04,120.4718,23.9750
20200124 21:04,120.4722,23.9729
20200124 21:09,120.4759,23.9682
20200124 21:12,120.4642,23.9591
20200124 21:14,120.4618,23.9573
20200124 21:21,120.4618,23.9556
20200125 07:45,120.4620,23.9571
20200125 08:03,120.4605,23.9580
20200125 08:19,120.4616,23.9549
20200125 08:52,120.4622,23.9562
20200125 09:53,120.4617,23.9541
20200125 09:55,120.4606,23.9466
20200125 09:55,120.4610,23.9485
20200125 09:55,120.4612,23.9507
20200125 10:22,120.4289,23.8570
20200125 10:25,120.4278,23.8551
20200125 10:35,120.4275,23.8515
20200125 10:35,120.4278,23.8556
20200125 10:35,120.4274,23.8514
20200125 10:36,120.4336,23.8520
20200125 10:37,120.4278,23.8535
20200125 10:38,120.4278,23.8551
20200125 10:39,120.4161,23.8171
20200125 10:39,120.4278,23.8551
20200125 10:39,120.4278,23.8528
20200125 10:39,120.4278,23.8546
20200125 10:42,120.4278,23.8528
20200125 10:42,120.4278,23.8544
20200125 10:43,120.4275,23.8515
20200125 10:43,120.4271,23.8556
20200125 10:43,120.4275,23.8515
20200125 10:43,120.4269,23.8555
20200125 10:43,120.4274,23.8513
20200125 10:43,120.4269,23.8555
20200125 10:44,120.4278,23.8536
20200125 10:44,120.4270,23.8555
20200125 10:44,120.4274,23.8514
20200125 10:44,120.4270,23.8555
20200125 10:44,120.4220,23.8554
20200125 10:44,120.4278,23.8544
20200125 10:44,120.4259,23.8553
20200125 10:44,120.4278,23.8536
20200125 10:44,120.4274,23.8514
20200125 10:44,120.4278,23.8547
20200125 10:44,120.4274,23.8514
20200125 10:44,120.4278,23.8528
20200125 10:44,120.4278,23.8547
20200125 10:44,120.4274,23.8514
20200125 10:44,120.4270,23.8555
20200125 10:44,120.4278,23.8528
20200125 10:44,120.4274,23.8514
20200125 10:44,120.4270,23.8555
20200125 10:44,120.4278,23.8536
20200125 10:47,120.4278,23.8550
20200125 10:48,120.4277,23.8525
20200125 10:48,120.4278,23.8544
20200125 10:55,120.4277,23.8560
20200125 10:57,120.4324,23.8575
20200125 11:00,120.4340,23.8624
20200125 11:01,120.4385,23.8670
20200125 11:01,120.4368,23.8676
20200125 11:01,120.4378,23.8662
20200125 11:01,120.4368,23.8676
20200125 11:01,120.4396,23.8644
20200125 11:01,120.4368,23.8676
20200125 11:08,120.4763,23.8914
20200125 11:08,120.4730,23.8870
20200125 11:14,120.4911,23.8804
20200125 11:14,120.4914,23.8824
20200125 11:14,120.4942,23.8810
20200125 11:14,120.4911,23.8804
20200125 11:14,120.4942,23.8810
20200125 11:14,120.4911,23.8805
20200125 11:15,120.4903,23.8744
20200125 11:15,120.4910,23.8760
20200125 11:15,120.4897,23.8751
20200125 11:15,120.4910,23.8760
20200125 11:15,120.4966,23.8673
20200125 11:19,120.4974,23.8654
20200125 11:19,120.4904,23.8697
20200125 11:27,120.4967,23.8659
20200125 11:34,120.4960,23.8674
20200125 11:51,120.4967,23.8659
20200125 11:56,120.4952,23.8662
20200125 11:56,120.4967,23.8659
20200125 11:56,120.4952,23.8662
20200125 11:56,120.4967,23.8659
20200125 11:59,120.4967,23.8677
20200125 12:00,120.4974,23.8654
20200125 12:01,120.4972,23.8696
20200125 12:15,120.4957,23.8707
20200125 12:18,120.4943,23.8769
20200125 12:19,120.4934,23.8796
20200125 12:21,120.4916,23.8833
20200125 12:24,120.4951,23.8827
20200125 12:24,120.4918,23.8840
20200125 12:24,120.4951,23.8827
20200125 12:24,120.4918,23.8840
20200125 12:24,120.4979,23.8811
20200125 12:24,120.4918,23.8840
20200125 12:25,120.4975,23.8802
