datetime,x,y
20200126 16:22,120.4704,23.7909
20200126 16:22,120.4674,23.7949
20200126 16:22,120.4705,23.7900
20200126 16:22,120.4720,23.7964
20200126 16:24,120.4724,23.7865
20200126 16:24,120.4717,23.7877
20200126 16:24,120.4725,23.7863
20200126 16:25,120.4768,23.7811
20200126 16:25,120.4734,23.7847
20200126 16:25,120.4767,23.7817
20200126 16:25,120.4740,23.7837
20200126 16:26,120.4782,23.7763
20200126 16:27,120.4790,23.7749
20200126 16:27,120.4802,23.7738
20200126 16:27,120.4933,23.7660
20200126 16:27,120.4802,23.7738
20200126 16:28,120.4848,23.7738
20200126 16:28,120.4925,23.7681
20200126 16:28,120.4887,23.7691
20200126 16:28,120.4846,23.7689
20200126 16:28,120.4924,23.7691
20200126 16:28,120.4853,23.7683
20200126 16:28,120.4924,23.7695
20200126 16:28,120.4884,23.7718
20200126 16:28,120.4847,23.7688
20200126 16:28,120.4866,23.7674
20200126 16:28,120.4847,23.7688
20200126 16:28,120.4925,23.7681
20200126 16:28,120.4848,23.7738
20200126 16:29,120.4925,23.7677
20200126 16:29,120.4906,23.7642
20200126 16:29,120.4925,23.7677
20200126 16:29,120.4901,23.7662
20200126 16:30,120.4957,23.7610
20200126 16:30,120.4924,23.7631
20200126 16:30,120.4956,23.7578
20200126 16:30,120.4921,23.7631
20200126 16:31,120.4966,23.7551
20200126 16:31,120.4967,23.7536
20200126 16:35,120.5116,23.7449
20200126 16:35,120.5108,23.7469
20200126 16:36,120.5149,23.7378
20200126 16:38,120.5230,23.7284
20200126 16:38,120.5195,23.7312
20200126 16:38,120.5229,23.7282
20200126 16:40,120.5236,23.7259
20200126 16:40,120.5154,23.7249
20200126 16:40,120.5239,23.7255
20200126 16:41,120.5164,23.7208
20200126 16:41,120.5255,23.7126
20200126 16:41,120.5164,23.7208
20200126 16:41,120.5252,23.7136
20200126 16:42,120.5295,23.7164
20200126 16:42,120.5285,23.7175
20200126 16:42,120.5304,23.7155
20200126 16:42,120.5280,23.7181
20200126 16:42,120.5292,23.7165
20200126 16:42,120.5280,23.7181
20200126 16:44,120.5340,23.7130
20200126 16:44,120.5353,23.7120
20200126 16:44,120.5339,23.7129
20200126 16:44,120.5353,23.7120
20200126 16:44,120.5339,23.7129
20200126 16:45,120.5360,23.7115
20200126 16:45,120.5338,23.7132
20200126 16:46,120.5365,23.7110
20200126 16:47,120.5370,23.7056
20200126 16:47,120.5373,23.7080
20200126 16:48,120.5370,23.7055
20200126 16:48,120.5376,23.7073
20200126 16:48,120.5370,23.7055
20200126 16:50,120.5370,23.7029
20200126 16:51,120.5367,23.7003
20200126 16:54,120.5337,23.6991
20200126 16:54,120.5370,23.6997
20200126 16:54,120.5343,23.6989
20200126 16:55,120.5370,23.6990
20200126 16:55,120.5352,23.6965
20200126 16:55,120.5370,23.6988
20200126 16:56,120.5335,23.6972
20200126 16:56,120.5370,23.6988
20200126 16:57,120.5368,23.6967
20200126 16:57,120.5368,23.6982
20200126 16:57,120.5340,23.6963
20200126 16:57,120.5368,23.6967
20200126 16:57,120.5368,23.6982
20200126 16:59,120.5373,23.6968
20200126 16:59,120.5368,23.6982
20200126 17:00,120.5373,23.6968
20200126 17:00,120.5368,23.6982
20200126 17:00,120.5379,23.6970
20200126 17:00,120.5368,23.6982
20200126 17:01,120.5351,23.6987
20200126 17:01,120.5368,23.6982
20200126 17:02,120.5339,23.6982
20200126 17:04,120.5222,23.6968
20200126 17:04,120.5263,23.6996
20200126 17:04,120.5329,23.6995
20200126 17:05,120.5203,23.6954
20200126 17:06,120.5143,23.6940
20200126 17:06,120.5109,23.6927
20200126 17:07,120.5021,23.6887
20200126 17:07,120.4982,23.6866
20200126 17:08,120.4969,23.6859
20200126 17:08,120.4942,23.6842
20200126 17:08,120.4969,23.6859
20200126 17:08,120.4954,23.6843
20200126 17:08,120.4968,23.6858
20200126 17:08,120.4982,23.6865
20200126 17:09,120.4930,23.6833
20200126 17:09,120.4874,23.6847
20200126 17:09,120.4932,23.6834
20200126 17:09,120.4944,23.6843
20200126 17:09,120.4894,23.6843
20200126 17:09,120.4930,23.6836
20200126 17:09,120.4876,23.6847
20200126 17:09,120.4929,23.6834
20200126 17:09,120.4876,23.6847
20200126 17:10,120.4860,23.6865
20200126 17:10,120.4856,23.6852
20200126 17:10,120.4885,23.6845
20200126 17:10,120.4856,23.6852
20200126 17:11,120.4810,23.6858
20200126 17:11,120.4875,23.6867
20200126 17:12,120.4809,23.6851
20200126 17:13,120.4763,23.6834
20200126 17:14,120.4731,23.6828
20200126 17:14,120.4748,23.6831
20200126 17:14,120.4731,23.6828
20200126 17:14,120.4748,23.6831
20200126 17:14,120.4712,23.6824
20200126 17:15,120.4735,23.6827
20200126 17:16,120.4681,23.6778
20200126 17:16,120.4694,23.6786
20200126 17:16,120.4670,23.6779
20200126 17:17,120.4530,23.6741
20200126 17:17,120.4662,23.6824
20200126 17:17,120.4648,23.6726
20200126 17:18,120.4639,23.6802
20200126 17:18,120.4530,23.6792
20200126 17:18,120.4527,23.6758
20200126 17:18,120.4530,23.6792
20200126 17:18,120.4527,23.6758
20200126 17:19,120.4531,23.6799
20200126 17:19,120.4528,23.6819
20200126 17:20,120.4487,23.6834
20200126 17:20,120.4478,23.6820
20200126 17:20,120.4487,23.6834
20200126 17:21,120.4362,23.6779
20200126 17:21,120.4382,23.6785
20200126 17:22,120.4405,23.6907
20200126 17:22,120.4251,23.6803
20200126 17:22,120.4289,23.6799
20200126 17:22,120.4261,23.6802
20200126 17:22,120.4239,23.6804
20200126 17:22,120.4294,23.6798
20200126 17:24,120.4146,23.6832
20200126 17:24,120.4164,23.6820
20200126 17:24,120.4143,23.6825
20200126 17:24,120.4162,23.6820
20200126 17:24,120.4149,23.6834
20200126 17:25,120.4199,23.6874
20200126 17:25,120.4161,23.6821
20200126 17:25,120.4194,23.6877
20200126 17:25,120.4176,23.6855
20200126 17:25,120.4192,23.6812
20200126 17:25,120.4162,23.6891
20200126 17:25,120.4199,23.6874
20200126 17:25,120.4164,23.6846
20200126 17:25,120.4203,23.6873
20200126 17:25,120.4157,23.6902
20200126 17:25,120.4183,23.6861
20200126 17:25,120.4157,23.6897
20200126 17:25,120.4190,23.6867
20200126 17:25,120.4239,23.6804
20200126 17:25,120.4183,23.6879
20200126 17:25,120.4204,23.6878
20200126 17:25,120.4178,23.6857
20200126 17:25,120.4196,23.6876
20200126 17:25,120.4159,23.6821
20200126 17:25,120.4192,23.6812
20200126 17:25,120.4239,23.6804
20200126 17:25,120.4209,23.6824
20200126 17:25,120.4195,23.6874
20200126 17:26,120.4231,23.6859
20200126 17:26,120.4192,23.6878
20200126 17:27,120.4177,23.6920
20200126 17:27,120.4206,23.6880
20200126 17:27,120.4181,23.6924
20200126 17:28,120.4165,23.6911
20200126 17:28,120.4135,23.6905
20200126 17:28,120.4165,23.6911
20200126 17:28,120.4179,23.6922
20200126 17:28,120.4135,23.6905
20200126 17:28,120.4165,23.6911
20200126 17:28,120.4179,23.6923
20200126 17:29,120.4124,23.6985
20200126 17:29,120.4095,23.6978
20200126 17:29,120.4168,23.6913
20200126 17:29,120.4127,23.6986
20200126 17:29,120.4175,23.6920
20200126 17:29,120.4121,23.6984
20200126 17:29,120.4175,23.6919
20200126 17:29,120.4110,23.6912
20200126 17:29,120.4169,23.6915
20200126 17:29,120.4124,23.6985
20200126 17:29,120.4104,23.6913
20200126 17:29,120.4184,23.6928
20200126 17:29,120.4134,23.6905
20200126 17:29,120.4145,23.6977
20200126 17:29,120.4134,23.6905
20200126 17:29,120.4145,23.6977
20200126 17:29,120.4122,23.6985
20200126 17:29,120.4179,23.6923
20200126 17:29,120.4120,23.6984
20200126 17:29,120.4073,23.6915
20200126 17:30,120.4113,23.6982
20200126 17:30,120.4085,23.6927
20200126 17:30,120.4098,23.6978
20200126 17:30,120.4119,23.6984
20200126 17:30,120.4084,23.6927
20200126 17:30,120.4117,23.6983
20200126 17:30,120.4077,23.6933
20200126 17:30,120.4114,23.6982
20200126 17:30,120.4098,23.6978
20200126 17:30,120.4117,23.6983
20200126 17:30,120.4085,23.6927
20200126 17:30,120.4098,23.6978
20200126 17:30,120.4117,23.6983
20200126 17:42,120.4089,23.6923
20200126 17:42,120.4093,23.6940
20200126 17:45,120.4123,23.6990
20200126 17:54,120.4093,23.6940
20200126 18:00,120.4123,23.6990
20200126 18:00,120.4101,23.6854
20200126 18:00,120.4123,23.6990
20200126 18:07,120.4102,23.6853
20200126 18:07,120.4123,23.6990
20200126 18:08,120.4098,23.6914
20200126 18:08,120.4104,23.6857
20200126 18:08,120.4110,23.6903
20200126 18:09,120.4101,23.6979
20200126 18:09,120.4089,23.6923
20200126 18:09,120.4105,23.6980
20200126 18:09,120.4082,23.6929
20200126 18:09,120.4105,23.6980
20200126 18:09,120.4082,23.6929
20200126 18:09,120.4105,23.6980
20200126 18:11,120.4089,23.6923
20200126 18:12,120.4116,23.6983
20200126 18:12,120.4089,23.6923
20200126 18:12,120.4105,23.6980
20200126 18:12,120.4089,23.6923
20200126 18:12,120.4106,23.6980
20200126 18:12,120.4089,23.6923
20200126 18:12,120.4106,23.6980
20200126 18:12,120.4089,23.6923
20200126 18:12,120.4111,23.6982
20200126 18:16,120.4089,23.6923
20200126 18:16,120.4125,23.6993
20200126 18:34,120.4109,23.6994
20200126 18:49,120.4101,23.6979
20200126 18:49,120.4115,23.6989
20200126 18:50,120.4086,23.6978
20200126 18:50,120.4116,23.6983
20200126 18:52,120.4233,23.7080
20200126 18:53,120.4110,23.6981
20200126 18:53,120.4077,23.6933
20200126 18:53,120.4111,23.6982
20200126 18:53,120.4077,23.6933
20200126 18:53,120.4097,23.6978
20200126 18:53,120.4084,23.6927
20200126 18:53,120.4100,23.6979
20200126 18:53,120.4077,23.6933
20200126 18:53,120.4105,23.6980
20200126 18:55,120.4101,23.7121
20200126 18:56,120.4041,23.7001
20200126 18:56,120.4065,23.6989
20200126 18:56,120.3998,23.7011
20200126 18:56,120.4040,23.7010
20200126 18:56,120.4053,23.7034
20200126 18:56,120.4018,23.7010
20200126 18:56,120.4057,23.6993
20200126 18:56,120.4071,23.6939
20200126 18:56,120.4054,23.7037
20200126 18:56,120.4018,23.7010
20200126 18:56,120.4066,23.6944
20200126 18:57,120.4003,23.7068
20200126 18:57,120.4017,23.7010
20200126 18:57,120.4003,23.7068
20200126 18:57,120.4030,23.7083
20200126 18:57,120.4005,23.7069
20200126 18:57,120.4030,23.7083
20200126 18:57,120.4028,23.7007
20200126 18:57,120.4003,23.7068
20200126 18:57,120.3991,23.7011
20200126 18:57,120.4003,23.7068
20200126 18:57,120.4028,23.7007
20200126 18:57,120.4013,23.7010
20200126 18:57,120.4003,23.7068
20200126 18:57,120.4017,23.7010
20200126 18:57,120.4018,23.7076
20200126 18:57,120.4013,23.7010
20200126 18:57,120.3991,23.7011
20200126 18:58,120.4007,23.7072
20200126 18:59,120.3968,23.7101
20200126 18:59,120.3968,23.7082
20200126 18:59,120.3967,23.7112
20200126 19:00,120.3960,23.7204
20200126 19:00,120.3960,23.7178
20200126 19:00,120.3966,23.7133
20200126 19:00,120.3960,23.7196
20200126 19:00,120.3960,23.7178
20200126 19:00,120.3960,23.7204
20200126 19:00,120.3960,23.7178
20200126 19:00,120.3961,23.7162
20200126 19:00,120.3960,23.7178
20200126 19:00,120.3968,23.7122
20200126 19:00,120.3960,23.7193
20200126 19:00,120.3960,23.7178
20200126 19:00,120.3965,23.7137
20200126 19:00,120.3960,23.7196
20200126 19:00,120.3960,23.7165
20200126 19:01,120.3960,23.7263
20200126 19:02,120.3960,23.7308
20200126 19:03,120.3961,23.7420
20200126 19:04,120.3966,23.7471
20200126 19:04,120.3962,23.7443
20200126 19:04,120.3966,23.7471
20200126 19:04,120.3962,23.7443
20200126 19:04,120.3966,23.7471
20200126 19:06,120.3943,23.7522
20200126 19:06,120.3961,23.7522
20200126 19:07,120.3958,23.7620
20200126 19:07,120.3961,23.7601
20200126 19:07,120.3959,23.7616
20200126 19:07,120.3962,23.7596
20200126 19:07,120.3959,23.7612
20200126 19:07,120.3962,23.7596
20200126 19:08,120.3905,23.7620
20200126 19:08,120.3959,23.7616
20200126 19:08,120.3902,23.7619
20200126 19:08,120.3958,23.7621
20200126 19:08,120.3917,23.7622
20200126 19:08,120.3959,23.7612
20200126 19:08,120.3926,23.7625
20200126 19:09,120.3895,23.7618
20200126 19:09,120.3773,23.7485
20200126 19:09,120.3882,23.7614
20200126 19:09,120.3803,23.7424
20200126 19:09,120.3763,23.7428
20200126 19:09,120.3882,23.7614
20200126 19:09,120.3782,23.7532
20200126 19:09,120.3891,23.7616
20200126 19:09,120.3854,23.7442
20200126 19:09,120.3712,23.7370
20200126 19:09,120.3880,23.7613
20200126 19:09,120.3712,23.7370
20200126 19:09,120.3874,23.7612
20200126 19:09,120.3781,23.7526
20200126 19:09,120.3798,23.7460
20200126 19:09,120.3773,23.7485
20200126 19:09,120.3777,23.7502
20200126 19:09,120.3763,23.7428
20200126 19:09,120.3895,23.7618
20200126 19:09,120.3778,23.7487
20200126 19:09,120.3882,23.7614
20200126 19:09,120.3777,23.7505
20200126 19:09,120.3768,23.7414
20200126 19:09,120.3781,23.7526
20200126 19:09,120.3891,23.7616
20200126 19:10,120.3723,23.7613
20200126 19:10,120.3755,23.7531
20200126 19:10,120.3725,23.7612
20200126 19:10,120.3764,23.7534
20200126 19:10,120.3793,23.7543
20200126 19:10,120.3782,23.7532
20200126 19:10,120.3725,23.7612
20200126 19:11,120.3684,23.7613
20200126 19:11,120.3673,23.7654
20200126 19:11,120.3684,23.7613
20200126 19:12,120.3674,23.7654
20200126 19:12,120.3679,23.7637
20200126 19:12,120.3675,23.7650
20200126 19:12,120.3679,23.7619
20200126 19:12,120.3674,23.7654
20200126 19:12,120.3679,23.7619
20200126 19:12,120.3680,23.7634
20200126 19:12,120.3676,23.7648
20200126 19:12,120.3687,23.7613
20200126 19:12,120.3679,23.7637
20200126 19:12,120.3681,23.7621
20200126 19:12,120.3675,23.7650
20200126 19:12,120.3680,23.7634
20200126 19:13,120.3650,23.7694
20200126 19:13,120.3665,23.7671
20200126 19:13,120.3678,23.7656
20200126 19:13,120.3658,23.7682
20200126 19:13,120.3671,23.7657
20200126 19:13,120.3655,23.7689
20200126 19:13,120.3673,23.7654
20200126 19:13,120.3656,23.7688
20200126 19:13,120.3671,23.7657
20200126 19:13,120.3655,23.7689
20200126 19:13,120.3665,23.7670
20200126 19:14,120.3635,23.7716
20200126 19:15,120.3632,23.7760
20200126 19:15,120.3649,23.7786
20200126 19:15,120.3634,23.7763
20200126 19:15,120.3641,23.7775
20200126 19:15,120.3667,23.7818
20200126 19:15,120.3634,23.7763
20200126 19:15,120.3667,23.7818
20200126 19:16,120.3691,23.7856
20200126 19:16,120.3656,23.7855
20200126 19:16,120.3647,23.8001
20200126 19:16,120.3641,23.7772
20200126 19:16,120.3682,23.7844
20200126 19:16,120.3912,23.7858
20200126 19:16,120.3621,23.7979
20200126 19:16,120.3641,23.7856
20200126 19:16,120.3618,23.7981
20200126 19:16,120.3649,23.7856
20200126 19:16,120.3632,23.7857
20200126 19:16,120.3617,23.7981
20200126 19:16,120.3691,23.7856
20200126 19:16,120.3624,23.7857
20200126 19:16,120.3960,23.7282
20200126 19:16,120.3520,23.7747
20200126 19:16,120.3912,23.7858
20200126 19:16,120.3640,23.7856
20200126 19:16,120.3683,23.7845
20200126 19:16,120.3841,23.7819
20200126 19:16,120.3682,23.7844
20200126 19:16,120.3615,23.7906
20200126 19:16,120.3682,23.7844
20200126 19:16,120.3641,23.7772
20200126 19:16,120.3649,23.7856
20200126 19:16,120.3683,23.7845
20200126 19:16,120.3615,23.7906
20200126 19:16,120.3841,23.7819
20200126 19:16,120.3682,23.7844
20200126 19:16,120.3621,23.7979
20200126 19:16,120.3649,23.7856
20200126 19:16,120.3912,23.7858
20200126 19:16,120.3683,23.7844
20200126 19:16,120.3647,23.8001
20200126 19:17,120.3746,23.7924
20200126 19:18,120.3800,23.7983
20200126 19:18,120.3764,23.7950
20200126 19:19,120.3917,23.8089
20200126 19:20,120.3966,23.8153
20200126 19:20,120.3937,23.8109
20200126 19:20,120.3968,23.8155
20200126 19:21,120.3974,23.8218
20200126 19:21,120.3972,23.8199
20200126 19:22,120.3979,23.8275
20200126 19:22,120.3978,23.8255
20200126 19:23,120.3985,23.8351
20200126 19:24,120.3998,23.8464
20200126 19:24,120.3991,23.8407
20200126 19:24,120.3999,23.8470
20200126 19:24,120.4059,23.8496
20200126 19:24,120.3999,23.8469
20200126 19:24,120.3991,23.8407
20200126 19:25,120.3998,23.8476
20200126 19:25,120.4011,23.8484
20200126 19:25,120.3988,23.8477
20200126 19:25,120.4027,23.8492
20200126 19:25,120.4011,23.8484
20200126 19:25,120.3999,23.8476
20200126 19:25,120.4051,23.8494
20200126 19:25,120.3998,23.8476
20200126 19:25,120.4035,23.8493
20200126 19:25,120.4018,23.8489
20200126 19:25,120.3988,23.8477
20200126 19:26,120.4065,23.8531
20200126 19:26,120.4077,23.8499
20200126 19:26,120.4038,23.8495
20200126 19:26,120.4012,23.8523
20200126 19:26,120.4041,23.8495
20200126 19:27,120.4240,23.8663
20200126 19:28,120.4165,23.8526
20200126 19:28,120.4140,23.8526
20200126 19:28,120.4160,23.8527
20200126 19:28,120.4140,23.8526
20200126 19:29,120.4233,23.8552
20200126 19:29,120.4278,23.8551
20200126 19:29,120.4233,23.8552
20200126 19:29,120.4278,23.8551
20200126 19:29,120.4229,23.8552
20200126 19:30,120.4341,23.8572
20200126 19:31,120.4370,23.8673
20200126 19:31,120.4373,23.8657
20200126 19:31,120.4400,23.8685
20200126 19:31,120.4370,23.8654
20200126 19:31,120.4376,23.8668
20200126 19:31,120.4354,23.8638
20200126 19:31,120.4370,23.8654
20200126 19:31,120.4376,23.8668
20200126 19:31,120.4355,23.8640
20200126 19:32,120.4429,23.8704
20200126 19:32,120.4399,23.8683
20200126 19:35,120.4588,23.8786
20200126 19:35,120.4588,23.8859
20200126 19:35,120.4588,23.8786
20200126 19:35,120.4588,23.8859
20200126 19:35,120.4588,23.8786
20200126 19:36,120.4629,23.8874
20200126 19:37,120.4621,23.8955
20200126 19:37,120.4595,23.8955
20200126 19:38,120.4624,23.8985
20200126 19:38,120.4659,23.8993
20200126 19:38,120.4624,23.8985
20200126 19:38,120.4594,23.8959
20200126 19:38,120.4659,23.8993
20200126 19:40,120.4715,23.9097
20200126 19:40,120.4667,23.9067
20200126 19:40,120.4699,23.9117
20200126 19:40,120.4712,23.9101
20200126 19:40,120.4694,23.9118
20200126 19:40,120.4662,23.9057
20200126 19:41,120.4715,23.9158
20200126 19:42,120.4708,23.9287
20200126 19:43,120.4720,23.9269
20200126 19:44,120.4686,23.9315
20200126 19:44,120.4707,23.9288
20200126 19:44,120.4682,23.9318
20200126 19:45,120.4457,23.9340
20200126 19:45,120.4635,23.9350
20200126 19:45,120.4457,23.9340
20200126 19:45,120.4466,23.9363
20200126 19:45,120.4456,23.9325
20200126 19:45,120.4673,23.9330
20200126 19:45,120.4639,23.9349
20200126 19:45,120.4676,23.9326
20200126 19:45,120.4457,23.9340
20200126 19:45,120.4639,23.9349
20200126 19:45,120.4454,23.9327
20200126 19:45,120.4676,23.9326
20200126 19:45,120.4637,23.9349
20200126 19:45,120.4676,23.9326
20200126 19:45,120.4466,23.9363
20200126 19:45,120.4676,23.9326
20200126 19:45,120.4454,23.9327
20200126 19:45,120.4466,23.9363
20200126 19:45,120.4677,23.9337
20200126 19:45,120.4460,23.9340
20200126 19:46,120.4394,23.9303
20200126 19:46,120.4382,23.9359
20200126 19:46,120.4508,23.9439
20200126 19:46,120.4457,23.9375
20200126 19:46,120.4502,23.9439
20200126 19:46,120.4382,23.9359
20200126 19:46,120.4447,23.9385
20200126 19:46,120.4580,23.9472
20200126 19:46,120.4431,23.9340
20200126 19:46,120.4457,23.9375
20200126 19:46,120.4394,23.9303
20200126 19:46,120.4434,23.9394
20200126 19:46,120.4382,23.9369
20200126 19:46,120.4457,23.9375
20200126 19:46,120.4538,23.9450
20200126 19:46,120.4580,23.9472
20200126 19:47,120.4608,23.9473
20200126 19:47,120.4666,23.9455
20200126 19:47,120.4586,23.9472
20200126 19:47,120.4685,23.9453
20200126 19:47,120.4666,23.9455
20200126 19:47,120.4659,23.9586
20200126 19:48,120.4605,23.9467
20200126 19:50,120.4617,23.9541
20200126 19:53,120.4618,23.9556
20200126 19:55,120.4618,23.9573
20200126 19:59,120.4621,23.9588
20200126 20:00,120.4620,23.9570
20200126 20:05,120.4623,23.9548
20200126 20:05,120.4632,23.9575
20200126 20:06,120.4621,23.9549
20200126 21:15,120.4636,23.9560
20200126 21:17,120.4624,23.9548
20200126 21:32,120.4615,23.9532
20200126 21:56,120.4617,23.9552
20200126 22:05,120.4620,23.9572
20200126 22:20,120.4627,23.9556
20200127 00:37,120.4621,23.9569
20200127 00:57,120.4614,23.9548
20200127 02:18,120.4622,23.9561
20200127 04:40,120.4615,23.9549
20200127 05:12,120.4622,23.9561
20200127 07:20,120.4612,23.9511
20200127 07:20,120.4687,23.9496
20200127 07:20,120.4613,23.9513
20200127 07:20,120.4671,23.9500
20200127 07:20,120.4612,23.9504
20200127 07:20,120.4697,23.9484
20200127 07:20,120.4677,23.9591
20200127 07:20,120.4613,23.9513
20200127 07:20,120.4697,23.9486
20200127 07:20,120.4702,23.9505
20200127 07:20,120.4685,23.9591
20200127 07:20,120.4698,23.9490
20200127 07:20,120.4612,23.9511
20200127 07:20,120.4615,23.9529
20200127 07:20,120.4701,23.9529
20200127 07:20,120.4613,23.9518
20200127 07:20,120.4697,23.9484
20200127 07:20,120.4675,23.9505
20200127 07:20,120.4614,23.9527
20200127 07:20,120.4613,23.9513
20200127 07:21,120.4711,23.9506
20200127 07:21,120.4740,23.9534
20200127 07:21,120.4704,23.9506
20200127 07:22,120.4806,23.9474
20200127 07:22,120.4919,23.9475
20200127 07:22,120.4805,23.9492
20200127 07:22,120.4806,23.9474
20200127 07:22,120.4805,23.9492
20200127 07:22,120.4823,23.9404
20200127 07:22,120.4716,23.9510
20200127 07:22,120.4805,23.9491
20200127 07:22,120.4808,23.9451
20200127 07:22,120.4815,23.9432
20200127 07:22,120.4715,23.9510
20200127 07:22,120.4815,23.9432
20200127 07:22,120.4805,23.9491
20200127 07:22,120.4809,23.9451
20200127 07:22,120.4805,23.9488
20200127 07:22,120.4806,23.9474
20200127 07:23,120.4706,23.9499
20200127 07:23,120.4807,23.9479
20200127 07:23,120.4774,23.9488
20200127 07:23,120.4812,23.9481
20200127 07:23,120.4698,23.9488
20200127 07:23,120.4806,23.9474
20200127 07:23,120.4804,23.9522
20200127 07:23,120.4807,23.9457
20200127 07:23,120.4806,23.9491
20200127 07:23,120.4807,23.9467
20200127 07:23,120.4807,23.9484
20200127 07:23,120.4805,23.9513
20200127 07:23,120.4867,23.9482
20200127 07:23,120.4806,23.9470
20200127 07:23,120.4808,23.9454
20200127 07:23,120.4807,23.9472
20200127 07:23,120.4805,23.9513
20200127 07:23,120.4807,23.9484
20200127 07:23,120.4702,23.9494
20200127 07:23,120.4806,23.9471
20200127 07:23,120.4697,23.9479
20200127 07:23,120.4806,23.9491
20200127 07:23,120.4807,23.9457
20200127 07:23,120.4807,23.9479
20200127 07:23,120.4746,23.9487
20200127 07:23,120.4807,23.9467
20200127 07:23,120.4711,23.9505
20200127 07:23,120.4810,23.9444
20200127 07:23,120.4806,23.9474
20200127 07:24,120.4834,23.9482
20200127 07:25,120.4877,23.9549
20200127 07:25,120.4873,23.9481
20200127 07:26,120.4863,23.9563
20200127 07:26,120.4943,23.9601
20200127 07:27,120.4938,23.9545
20200127 07:27,120.4890,23.9553
20200127 07:27,120.4932,23.9540
20200127 07:27,120.4894,23.9551
20200127 07:27,120.4932,23.9540
20200127 07:28,120.4994,23.9537
20200127 07:28,120.4945,23.9574
20200127 07:28,120.4985,23.9538
20200127 07:28,120.5000,23.9537
20200127 07:28,120.4945,23.9574
20200127 07:29,120.5020,23.9536
20200127 07:32,120.5052,23.9535
20200127 07:33,120.5066,23.9592
20200127 07:33,120.5067,23.9562
20200127 07:33,120.5067,23.9588
20200127 07:33,120.5067,23.9555
20200127 07:33,120.5063,23.9593
20200127 07:33,120.5065,23.9546
20200127 07:33,120.5067,23.9562
20200127 07:34,120.5086,23.9710
20200127 07:34,120.5065,23.9618
20200127 07:35,120.5089,23.9904
20200127 07:35,120.5074,23.9825
20200127 07:35,120.5097,23.9809
20200127 07:35,120.5083,23.9801
20200127 07:35,120.5086,23.9892
20200127 07:35,120.5099,23.9793
20200127 07:35,120.5077,23.9799
20200127 07:35,120.5093,23.9800
20200127 07:35,120.5088,23.9902
20200127 07:35,120.5099,23.9793
20200127 07:35,120.5079,23.9880
20200127 07:35,120.5099,23.9793
20200127 07:36,120.5115,24.0008
20200127 07:36,120.5112,23.9994
20200127 07:36,120.5123,23.9941
20200127 07:36,120.5112,23.9994
20200127 07:37,120.5199,24.0290
20200127 07:37,120.5168,24.0199
20200127 07:37,120.5149,24.0156
20200127 07:38,120.5235,24.0341
20200127 07:38,120.5221,24.0374
20200127 07:38,120.5173,24.0241
20200127 07:38,120.5204,24.0325
20200127 07:38,120.5235,24.0341
20200127 07:38,120.5206,24.0326
20200127 07:38,120.5181,24.0264
20200127 07:38,120.5201,24.0313
20200127 07:38,120.5174,24.0239
20200127 07:38,120.5221,24.0374
20200127 07:38,120.5208,24.0330
20200127 07:38,120.5201,24.0313
20200127 07:38,120.5206,24.0326
20200127 07:38,120.5201,24.0313
20200127 07:38,120.5189,24.0284
20200127 07:38,120.5208,24.0330
20200127 07:38,120.5235,24.0341
20200127 07:38,120.5201,24.0313
20200127 07:38,120.5185,24.0274
20200127 07:38,120.5235,24.0341
20200127 07:38,120.5180,24.0327
20200127 07:38,120.5185,24.0274
20200127 07:39,120.5227,24.0405
20200127 07:39,120.5223,24.0381
20200127 07:39,120.5228,24.0403
20200127 07:39,120.5221,24.0375
20200127 07:39,120.5224,24.0394
20200127 07:39,120.5228,24.0411
20200127 07:39,120.5224,24.0394
20200127 07:39,120.5237,24.0510
20200127 07:39,120.5228,24.0410
20200127 07:39,120.5224,24.0385
20200127 07:39,120.5229,24.0419
20200127 07:39,120.5224,24.0385
20200127 07:39,120.5239,24.0501
20200127 07:39,120.5220,24.0369
20200127 07:39,120.5228,24.0411
20200127 07:39,120.5219,24.0365
20200127 07:39,120.5223,24.0381
20200127 07:39,120.5228,24.0402
20200127 07:39,120.5237,24.0508
20200127 07:40,120.5233,24.0630
20200127 07:41,120.5226,24.0705
20200127 07:41,120.5230,24.0733
20200127 07:41,120.5226,24.0716
20200127 07:41,120.5228,24.0732
20200127 07:41,120.5255,24.0680
20200127 07:41,120.5226,24.0716
20200127 07:42,120.5299,24.0882
20200127 07:42,120.5313,24.0906
20200127 07:42,120.5329,24.0916
20200127 07:43,120.5435,24.0974
20200127 07:43,120.5391,24.0959
20200127 07:43,120.5535,24.1010
20200127 07:43,120.5449,24.0976
20200127 07:43,120.5383,24.0956
20200127 07:43,120.5358,24.0938
20200127 07:43,120.5536,24.1012
20200127 07:44,120.5539,24.1037
20200127 07:44,120.5539,24.1009
20200127 07:44,120.5539,24.1030
20200127 07:44,120.5539,24.1009
20200127 07:44,120.5543,24.1052
20200127 07:44,120.5539,24.1037
20200127 07:45,120.5546,24.1056
20200127 07:45,120.5539,24.1037
20200127 07:45,120.5446,24.1119
20200127 07:45,120.5545,24.1060
20200127 07:45,120.5539,24.1044
20200127 07:45,120.5440,24.1124
20200127 07:45,120.5554,24.1060
20200127 07:45,120.5539,24.1044
20200127 07:45,120.5551,24.1059
20200127 07:45,120.5541,24.1071
