datetime,x,y,seq,village
20200121 14:54,120.4510,23.6557,10560,大埤鄉嘉興村
20200121 14:54,120.4451,23.6453,10563,大埤鄉嘉興村
20200121 14:54,120.4441,23.6492,10564,大埤鄉嘉興村
20200121 14:54,120.4467,23.6495,10565,大埤鄉嘉興村
20200121 14:54,120.4453,23.6464,10566,大埤鄉嘉興村
20200121 14:54,120.4482,23.6529,10567,大埤鄉嘉興村
20200121 14:54,120.4471,23.6504,10568,大埤鄉嘉興村
20200121 14:54,120.4441,23.6492,10569,大埤鄉嘉興村
20200121 14:54,120.4521,23.6563,10570,大埤鄉嘉興村
20200121 14:54,120.4490,23.6548,10571,大埤鄉嘉興村
20200121 14:55,120.4308,23.6335,10572,大埤鄉大德村
20200121 14:55,120.4437,23.6419,10573,大埤鄉尚義村
20200121 14:55,120.4390,23.6363,10576,大埤鄉松竹村
20200121 14:55,120.4415,23.6405,10577,大埤鄉尚義村
20200121 14:55,120.4308,23.6340,10578,大埤鄉大德村
20200121 14:55,120.4440,23.6420,10579,大埤鄉尚義村
20200121 14:55,120.4415,23.6405,10580,大埤鄉尚義村
20200121 14:55,120.4308,23.6340,10582,大埤鄉大德村
20200121 14:56,120.4377,23.6140,10583,大林鎮明和里
20200121 14:56,120.4387,23.6210,10584,大林鎮湖北里
20200121 14:58,120.4401,23.6117,10585,大林鎮明和里
20200121 14:59,120.4445,23.6070,10595,大林鎮明和里
20200121 15:00,120.4498,23.6054,10615,大林鎮明和里
20200121 15:00,120.4460,23.6054,10623,大林鎮明和里
20200121 15:00,120.4486,23.6050,10630,大林鎮明和里
20200121 15:00,120.4520,23.6058,10634,大林鎮西林里
20200121 15:01,120.4525,23.6045,10635,大林鎮西林里
20200121 15:06,120.4520,23.6037,10638,大林鎮西林里
20200121 15:10,120.4513,23.5997,10640,大林鎮西林里
20200121 15:10,120.4536,23.6040,10641,大林鎮西林里
20200121 15:10,120.4544,23.5974,10644,大林鎮平林里
20200121 15:10,120.4528,23.6020,10645,大林鎮西林里
20200121 15:11,120.4597,23.5969,10648,大林鎮平林里
20200121 15:11,120.4554,23.6039,10649,大林鎮東林里
20200121 15:11,120.4538,23.5975,10650,大林鎮平林里
20200121 15:11,120.4581,23.5951,10653,大林鎮平林里
20200121 15:11,120.4551,23.5973,10654,大林鎮平林里
20200121 15:11,120.4597,23.5969,10658,大林鎮平林里
20200121 15:11,120.4532,23.6020,10659,大林鎮西林里
20200121 15:11,120.4535,23.5976,10660,大林鎮平林里
20200121 15:11,120.4581,23.5952,10665,大林鎮平林里
20200121 15:12,120.4619,23.5968,10668,大林鎮平林里
20200121 15:12,120.4650,23.5929,10671,大林鎮中林里
20200121 15:13,120.4697,23.5854,10676,大林鎮上林里
20200121 15:13,120.4654,23.5900,10677,大林鎮中林里
20200121 15:14,120.4715,23.5830,10688,大林鎮上林里
20200121 15:14,120.4630,23.5840,10689,大林鎮中林里
20200121 15:15,120.4584,23.5740,10691,民雄鄉豊收村
20200121 15:15,120.4597,23.5707,10692,民雄鄉豊收村
20200121 15:16,120.4591,23.5778,10698,民雄鄉豊收村
20200121 15:16,120.4589,23.5721,10701,民雄鄉豊收村
20200121 15:18,120.4594,23.5713,10708,民雄鄉豊收村
20200121 15:22,120.4695,23.5699,10711,民雄鄉豊收村
20200121 15:22,120.4659,23.5704,10712,民雄鄉豊收村
20200121 15:23,120.4729,23.5677,10718,民雄鄉三興村
20200121 15:24,120.4700,23.5678,10720,民雄鄉三興村
20200121 15:24,120.4749,23.5692,10721,民雄鄉三興村
20200121 15:24,120.4802,23.5607,10722,民雄鄉三興村
20200121 15:24,120.4736,23.5681,10723,民雄鄉三興村
20200121 15:24,120.4760,23.5695,10727,民雄鄉三興村
20200121 15:24,120.4807,23.5602,10730,民雄鄉三興村
20200121 15:25,120.4797,23.5598,10731,民雄鄉三興村
20200121 15:47,120.4783,23.5634,10735,民雄鄉三興村
20200121 16:02,120.4772,23.5638,10743,民雄鄉三興村
20200121 16:45,120.4758,23.5637,10754,民雄鄉三興村
20200121 17:01,120.4753,23.5652,10765,民雄鄉三興村
20200121 17:08,120.4740,23.5636,10769,民雄鄉三興村
20200121 17:15,120.4796,23.5600,10771,民雄鄉三興村
20200121 17:35,120.4752,23.5643,10773,民雄鄉三興村
20200121 18:04,120.4709,23.5584,10782,民雄鄉三興村
20200121 18:05,120.4744,23.5573,10784,民雄鄉三興村
20200121 18:05,120.4717,23.5567,10792,民雄鄉三興村
20200121 18:07,120.4734,23.5575,10794,民雄鄉豊收村
20200121 18:08,120.4715,23.5582,10797,民雄鄉豊收村
20200121 18:18,120.4554,23.5607,10799,民雄鄉豊收村
20200121 18:19,120.4483,23.5641,10800,民雄鄉豊收村
20200121 18:22,120.4394,23.5570,10802,民雄鄉豊收村
20200121 18:22,120.4353,23.5547,10803,民雄鄉東湖村
20200121 18:30,120.4377,23.5300,10806,民雄鄉福樂村
20200121 18:31,120.4396,23.5226,10808,民雄鄉興南村
20200121 18:31,120.4388,23.5266,10810,民雄鄉興南村
20200121 18:34,120.4416,23.5161,10813,東區荖藤里
20200121 18:45,120.4500,23.4801,10815,東區中央里
20200121 18:45,120.4506,23.4824,10816,東區北門里
20200121 18:48,120.4490,23.4798,10819,東區中央里
20200121 18:57,120.4493,23.4788,10823,西區文化里
20200121 19:13,120.4505,23.4796,10836,東區中央里
20200121 19:27,120.4501,23.4815,10837,東區中央里
20200121 19:29,120.4468,23.4796,10840,西區西榮里
20200121 19:30,120.4489,23.4800,10851,西區國華里
20200121 19:38,120.4493,23.4809,10854,東區中央里
20200121 19:54,120.4464,23.4785,10861,西區西榮里
20200121 19:54,120.4491,23.4798,10862,東區中央里
20200121 19:58,120.4479,23.4810,10863,西區國華里
20200121 19:59,120.4475,23.4797,10869,西區文化里
20200121 20:04,120.4493,23.4809,10873,東區中央里
20200121 20:10,120.4479,23.4811,10884,西區國華里
20200121 20:20,120.4473,23.4802,10894,西區國華里
20200121 21:09,120.4493,23.4809,10953,東區中央里
20200121 21:10,120.4482,23.4812,10955,西區國華里
20200121 21:11,120.4480,23.4797,10959,西區文化里
20200121 21:25,120.4488,23.4821,10962,西區國華里
20200121 21:32,120.4483,23.4810,10963,西區國華里
20200121 21:34,120.4493,23.4809,10964,東區中央里
20200121 21:34,120.4462,23.4789,10965,西區西榮里
20200121 21:42,120.4480,23.4797,10970,西區文化里
20200121 21:48,120.4491,23.4819,10993,東區中央里
20200121 21:49,120.4500,23.4823,11001,東區北門里
20200121 21:58,120.4525,23.4945,11002,東區仁義里
20200121 21:59,120.4533,23.4960,11004,東區義教里
20200121 22:01,120.4517,23.4977,11009,東區義教里
20200121 22:01,120.4536,23.5001,11011,東區義教里
20200121 22:01,120.4546,23.4971,11013,東區義教里
20200121 22:09,120.4401,23.5212,11017,民雄鄉福樂村
20200121 22:09,120.4645,23.5325,11018,民雄鄉大崎村
20200121 22:09,120.4616,23.5294,11023,民雄鄉大崎村
20200121 22:09,120.4638,23.5332,11024,民雄鄉北斗村
20200121 22:12,120.4596,23.5483,11025,民雄鄉東湖村
20200121 22:12,120.4607,23.5519,11027,民雄鄉豊收村
20200121 22:17,120.4752,23.5571,11030,民雄鄉三興村
20200121 22:17,120.4716,23.5553,11032,民雄鄉三興村
20200121 22:17,120.4742,23.5573,11033,民雄鄉三興村
20200121 22:25,120.4725,23.5559,11050,民雄鄉三興村
20200121 23:17,120.4718,23.5552,11070,民雄鄉三興村
20200121 23:34,120.4741,23.5579,11076,民雄鄉三興村
20200122 00:35,120.4744,23.5562,11091,民雄鄉三興村
20200122 01:02,120.4732,23.5553,11095,民雄鄉三興村
20200122 02:55,120.4718,23.5554,11109,民雄鄉三興村
20200122 03:15,120.4736,23.5576,11115,民雄鄉豊收村
20200122 04:32,120.4729,23.5559,11125,民雄鄉三興村
20200122 04:45,120.4742,23.5560,11130,民雄鄉三興村
20200122 05:33,120.4722,23.5552,11149,民雄鄉三興村
20200122 05:36,120.4733,23.5552,11151,民雄鄉三興村
20200122 05:53,120.4744,23.5572,11155,民雄鄉三興村
20200122 06:13,120.4718,23.5554,11159,民雄鄉三興村
20200122 06:49,120.4734,23.5575,11165,民雄鄉豊收村
20200122 07:57,120.4744,23.5573,11174,民雄鄉三興村
20200122 08:02,120.4728,23.5557,11179,民雄鄉三興村
20200122 08:18,120.4716,23.5553,11192,民雄鄉三興村
20200122 08:18,120.4746,23.5573,11193,民雄鄉三興村
20200122 08:22,120.4788,23.5598,11201,民雄鄉三興村
20200122 08:22,120.4763,23.5646,11203,民雄鄉三興村
20200122 09:06,120.4753,23.5635,11218,民雄鄉三興村
20200122 14:46,120.4782,23.5644,11278,民雄鄉三興村
20200122 15:05,120.4763,23.5644,11281,民雄鄉三興村
20200122 15:45,120.4752,23.5643,11309,民雄鄉三興村
20200122 16:52,120.4788,23.5627,11319,民雄鄉三興村
20200122 17:44,120.4762,23.5640,11327,民雄鄉三興村
20200122 18:53,120.4738,23.5634,11339,民雄鄉三興村
20200122 19:09,120.4804,23.5595,11347,民雄鄉三興村
20200122 19:11,120.4755,23.5600,11353,民雄鄉三興村
20200122 19:12,120.4723,23.5595,11357,民雄鄉豊收村
20200122 19:12,120.4669,23.5605,11358,民雄鄉豊收村
20200122 19:13,120.4709,23.5584,11359,民雄鄉三興村
20200122 19:14,120.4647,23.5617,11361,民雄鄉豊收村
20200122 19:14,120.4695,23.5590,11362,民雄鄉豊收村
20200122 19:14,120.4662,23.5614,11364,民雄鄉豊收村
20200122 19:15,120.4647,23.5617,11368,民雄鄉豊收村
20200122 19:16,120.4508,23.5702,11372,民雄鄉豊收村
20200122 19:16,120.4584,23.5742,11373,民雄鄉豊收村
20200122 19:17,120.4412,23.5584,11374,民雄鄉豊收村
20200122 19:20,120.4365,23.5552,11376,民雄鄉東榮村
20200122 19:20,120.4386,23.5570,11377,民雄鄉豊收村
20200122 19:21,120.4339,23.5572,11379,民雄鄉東榮村
20200122 19:23,120.4329,23.5492,11380,民雄鄉東榮村
20200122 19:25,120.4291,23.5518,11382,民雄鄉東榮村
20200122 19:26,120.4263,23.5554,11386,民雄鄉西安村
20200122 19:27,120.4274,23.5564,11389,民雄鄉西安村
20200122 19:30,120.4242,23.5540,11399,民雄鄉西安村
20200122 19:31,120.4256,23.5541,11406,民雄鄉西安村
20200122 19:31,120.4274,23.5564,11407,民雄鄉西安村
20200122 19:32,120.4209,23.5578,11408,民雄鄉西安村
20200122 19:36,120.4256,23.5539,11411,民雄鄉西安村
20200122 19:48,120.4238,23.5540,11437,民雄鄉西安村
20200122 19:48,120.4221,23.5576,11438,民雄鄉西安村
20200122 19:48,120.4251,23.5546,11439,民雄鄉西安村
20200122 19:48,120.4209,23.5578,11440,民雄鄉西安村
20200122 19:49,120.4273,23.5565,11442,民雄鄉西安村
20200122 19:52,120.4223,23.5576,11444,民雄鄉西安村
20200122 19:52,120.4251,23.5546,11445,民雄鄉西安村
20200122 19:56,120.4259,23.5552,11461,民雄鄉西安村
20200122 19:57,120.4273,23.5565,11473,民雄鄉西安村
20200122 20:04,120.4238,23.5540,11480,民雄鄉西安村
20200122 20:11,120.4258,23.5545,11481,民雄鄉西安村
20200122 20:33,120.4274,23.5564,11518,民雄鄉西安村
20200122 20:53,120.4242,23.5540,11553,民雄鄉西安村
20200122 20:54,120.4251,23.5546,11554,民雄鄉西安村
20200122 20:55,120.4262,23.5553,11555,民雄鄉西安村
20200122 20:56,120.4273,23.5565,11560,民雄鄉西安村
20200122 20:57,120.4221,23.5576,11561,民雄鄉西安村
20200122 20:57,120.4234,23.5597,11562,民雄鄉西安村
20200122 20:58,120.4251,23.5546,11565,民雄鄉西安村
20200122 20:59,120.4242,23.5540,11566,民雄鄉西安村
20200122 21:01,120.4217,23.5577,11571,民雄鄉西安村
20200122 21:02,120.4319,23.5570,11574,民雄鄉東榮村
20200122 21:11,120.4452,23.5600,11575,民雄鄉豊收村
20200122 21:13,120.4582,23.5611,11577,民雄鄉豊收村
20200122 21:13,120.4530,23.5552,11590,民雄鄉豊收村
20200122 21:14,120.4615,23.5621,11592,民雄鄉豊收村
20200122 21:29,120.4721,23.5544,11605,民雄鄉三興村
20200122 22:17,120.4728,23.5553,11625,民雄鄉三興村
20200122 22:37,120.4744,23.5564,11635,民雄鄉三興村
20200122 22:54,120.4744,23.5573,11639,民雄鄉三興村
20200122 23:19,120.4726,23.5552,11656,民雄鄉三興村
20200122 23:54,120.4737,23.5583,11673,民雄鄉豊收村
20200123 01:30,120.4743,23.5564,11709,民雄鄉三興村
20200123 01:50,120.4725,23.5552,11713,民雄鄉三興村
20200123 03:31,120.4735,23.5574,11725,民雄鄉豊收村
20200123 06:28,120.4742,23.5563,11755,民雄鄉三興村
20200123 06:51,120.4722,23.5555,11757,民雄鄉三興村
20200123 07:47,120.4743,23.5574,11781,民雄鄉三興村
20200123 09:32,120.4754,23.5571,11866,民雄鄉三興村
20200123 09:33,120.4716,23.5553,11872,民雄鄉三興村
20200123 09:33,120.4741,23.5574,11873,民雄鄉三興村
20200123 09:37,120.4721,23.5580,11876,民雄鄉豊收村
20200123 09:39,120.4696,23.5590,11882,民雄鄉豊收村
20200123 09:40,120.4655,23.5613,11886,民雄鄉豊收村
20200123 09:40,120.4628,23.5643,11887,民雄鄉豊收村
20200123 09:40,120.4643,23.5619,11890,民雄鄉豊收村
20200123 09:40,120.4619,23.5663,11894,民雄鄉豊收村
20200123 09:40,120.4666,23.5606,11896,民雄鄉豊收村
20200123 09:40,120.4643,23.5619,11897,民雄鄉豊收村
20200123 09:40,120.4621,23.5660,11898,民雄鄉豊收村
20200123 09:40,120.4662,23.5615,11900,民雄鄉豊收村
20200123 09:40,120.4627,23.5645,11901,民雄鄉豊收村
20200123 09:40,120.4649,23.5616,11903,民雄鄉豊收村
20200123 09:40,120.4675,23.5601,11907,民雄鄉豊收村
20200123 09:41,120.4598,23.5704,11909,民雄鄉豊收村
20200123 09:41,120.4586,23.5727,11911,民雄鄉豊收村
20200123 09:42,120.4620,23.5829,11916,大林鎮中林里
20200123 09:42,120.4596,23.5793,11917,大林鎮中林里
20200123 09:43,120.4649,23.5870,11920,大林鎮上林里
20200123 09:43,120.4653,23.5905,11921,大林鎮中林里
20200123 09:44,120.4615,23.5968,11922,大林鎮平林里
20200123 09:44,120.4634,23.5953,11924,大林鎮中林里
20200123 09:45,120.4578,23.5947,11926,大林鎮平林里
20200123 09:46,120.4558,23.5972,11929,大林鎮平林里
20200123 09:47,120.4508,23.6002,11933,大林鎮西林里
20200123 09:47,120.4530,23.5979,11937,大林鎮平林里
20200123 09:48,120.4467,23.6047,11938,大林鎮明華里
20200123 09:49,120.4451,23.6063,11941,大林鎮明和里
20200123 09:49,120.4415,23.6102,11942,大林鎮明和里
20200123 09:50,120.4485,23.6205,11943,大林鎮湖北里
20200123 09:50,120.4382,23.6183,11944,大林鎮明和里
20200123 09:51,120.4395,23.6251,11945,大林鎮湖北里
20200123 09:51,120.4413,23.6317,11946,大埤鄉松竹村
20200123 09:51,120.4405,23.6294,11948,大埤鄉松竹村
20200123 09:51,120.4395,23.6251,11953,大林鎮湖北里
20200123 09:52,120.4444,23.6435,11954,大埤鄉尚義村
20200123 09:52,120.4448,23.6394,11955,大埤鄉尚義村
20200123 09:52,120.4409,23.6314,11956,大埤鄉松竹村
20200123 09:54,120.4592,23.6695,11958,斗南鎮明昌里
20200123 09:54,120.4632,23.6625,11959,大埤鄉豐田村
20200123 09:54,120.4536,23.6526,11960,大埤鄉嘉興村
20200123 09:54,120.4592,23.6695,11962,斗南鎮明昌里
20200123 09:59,120.4707,23.7708,11963,西螺鎮廣興里
20200123 09:59,120.4673,23.7512,11964,西螺鎮鹿場里
20200123 10:11,120.5031,23.9384,11966,溪湖鎮媽厝里
20200123 10:11,120.5095,23.9415,11977,溪湖鎮湳底里
20200123 10:11,120.4943,23.9343,11978,溪湖鎮媽厝里
20200123 10:11,120.5030,23.9383,11979,溪湖鎮媽厝里
20200123 10:12,120.5066,23.9509,11981,溪湖鎮頂庄里
20200123 10:12,120.5055,23.9477,11983,溪湖鎮湳底里
20200123 10:15,120.5196,23.9496,11986,埔心鄉舊館村
20200123 10:15,120.5249,23.9495,11987,埔心鄉舊館村
20200123 10:15,120.5242,23.9519,11988,埔心鄉舊館村
20200123 10:15,120.5223,23.9497,11989,埔心鄉舊館村
20200123 10:15,120.514,23.9514,11991,埔心鄉芎蕉村
20200123 10:15,120.5270,23.9493,11992,埔心鄉舊館村
20200123 10:15,120.5204,23.9496,11993,埔心鄉舊館村
20200123 10:15,120.5242,23.9519,11996,埔心鄉舊館村
20200123 10:19,120.5505,23.9519,11997,埔心鄉經口村
20200123 10:19,120.5440,23.9513,11998,埔心鄉東門村
20200123 10:22,120.5634,23.9624,11999,員林市南平里
20200123 10:22,120.5602,23.9593,12000,員林市南興里
20200123 10:27,120.5707,23.9623,12001,員林市和平里
20200123 10:27,120.5688,23.9563,12002,員林市新生里
20200123 10:27,120.5666,23.9604,12004,員林市新生里
20200123 10:27,120.5701,23.9563,12005,員林市中山里
20200123 10:27,120.5681,23.9622,12007,員林市南平里
20200123 10:27,120.5688,23.9563,12009,員林市新生里
20200123 10:27,120.5666,23.9604,12010,員林市新生里
20200123 10:33,120.5630,23.9572,12013,員林市新生里
20200123 10:36,120.5484,23.9511,12015,埔心鄉東門村
20200123 10:39,120.5384,23.9516,12017,埔心鄉義民村
20200123 10:40,120.5229,23.9497,12019,埔心鄉舊館村
20200123 10:40,120.5242,23.9519,12020,埔心鄉舊館村
20200123 10:41,120.5183,23.9499,12021,埔心鄉芎蕉村
20200123 10:45,120.4973,23.9538,12022,溪湖鎮東溪里
20200123 10:45,120.4856,23.9529,12026,溪湖鎮西溪里
20200123 10:45,120.4923,23.9541,12027,溪湖鎮西溪里
20200123 10:53,120.4748,23.9593,12029,溪湖鎮湖西里
20200123 10:53,120.4705,23.9592,12031,溪湖鎮大突里
20200123 10:53,120.4737,23.9593,12036,溪湖鎮湖西里
20200123 10:54,120.4748,23.9593,12038,溪湖鎮湖西里
20200123 10:58,120.4629,23.9561,12040,溪湖鎮田中里
20200123 11:05,120.4618,23.9553,12042,溪湖鎮河東里
20200123 15:09,120.4638,23.9590,12101,溪湖鎮北勢里
20200123 15:12,120.4762,23.9594,12112,溪湖鎮湖西里
20200123 15:13,120.4773,23.9588,12114,溪湖鎮湖西里
20200123 15:13,120.4844,23.9569,12116,溪湖鎮西溪里
20200123 15:16,120.4830,23.9588,12117,溪湖鎮湖東里
20200123 15:22,120.5362,23.9512,12119,埔心鄉埔心村
20200123 15:22,120.5214,23.9497,12120,埔心鄉舊館村
20200123 15:23,120.5242,23.9519,12123,埔心鄉舊館村
20200123 15:24,120.5305,23.9493,12125,埔心鄉埔心村
20200123 15:28,120.5590,23.9557,12127,埔心鄉瓦中村
20200123 15:28,120.5538,23.9535,12128,埔心鄉瓦北村
20200123 15:30,120.5622,23.9570,12133,埔心鄉瓦中村
20200123 15:30,120.5667,23.9554,12138,員林市三義里
20200123 15:30,120.5610,23.9565,12143,埔心鄉瓦中村
20200123 15:32,120.5622,23.9570,12146,埔心鄉瓦中村
20200123 15:32,120.5653,23.9568,12147,員林市三義里
20200123 15:34,120.5663,23.9564,12149,員林市新生里
20200123 15:36,120.5699,23.9563,12151,員林市新生里
20200123 15:37,120.5710,23.9562,12153,員林市中山里
20200123 15:38,120.5672,23.9567,12158,員林市新生里
20200123 15:38,120.5729,23.9572,12159,員林市光明里
20200123 15:39,120.5681,23.9571,12160,員林市新生里
20200123 15:40,120.5744,23.9565,12162,員林市光明里
20200123 15:41,120.5771,23.9575,12164,員林市中正里
20200123 15:42,120.5785,23.9577,12180,員林市忠孝里
20200123 15:43,120.5757,23.9572,12183,員林市中正里
20200123 16:42,120.5766,23.9583,12193,員林市中正里
20200123 16:58,120.5781,23.9576,12207,員林市忠孝里
20200123 17:00,120.5759,23.9572,12220,員林市中正里
20200123 17:03,120.5753,23.9650,12223,員林市三信里
20200123 17:03,120.5712,23.9631,12227,員林市仁美里
20200123 17:04,120.5742,23.9645,12228,員林市仁美里
20200123 17:05,120.5712,23.9641,12236,員林市三信里
20200123 17:10,120.5712,23.9662,12237,員林市三信里
20200123 17:23,120.5740,23.9680,12246,員林市三信里
20200123 17:29,120.5744,23.9694,12256,員林市三多里
20200123 18:07,120.5733,23.9670,12275,員林市三信里
20200123 18:54,120.5737,23.9679,12303,員林市三信里
20200123 19:15,120.5722,23.9664,12343,員林市三信里
20200123 19:31,120.5748,23.9685,12360,員林市三信里
20200123 19:38,120.5756,23.9659,12362,員林市三信里
20200123 20:12,120.5711,23.9645,12376,員林市三信里
20200123 20:13,120.5767,23.9655,12381,員林市三信里
20200123 20:22,120.5750,23.9680,12383,員林市三信里
20200123 20:45,120.5781,23.9728,12405,員林市三愛里
20200123 20:46,120.5772,23.9657,12407,員林市三和里
20200123 20:53,120.5762,23.9653,12417,員林市三信里
20200123 21:20,120.5775,23.9716,12448,員林市三愛里
20200123 21:24,120.5808,23.9713,12458,員林市三橋里
20200123 21:24,120.5772,23.9657,12460,員林市三和里
20200123 21:25,120.5762,23.9653,12467,員林市三信里
20200123 21:30,120.5744,23.9676,12482,員林市三信里
20200123 21:36,120.5711,23.9645,12494,員林市三信里
20200123 21:36,120.5748,23.9725,12495,員林市三多里
20200123 21:36,120.5764,23.9654,12496,員林市三信里
20200123 21:37,120.5711,23.9645,12506,員林市三信里
20200123 21:38,120.5753,23.9650,12514,員林市三信里
20200123 21:39,120.5712,23.9664,12517,員林市三信里
20200123 21:44,120.5744,23.9675,12521,員林市三信里
20200123 21:45,120.5712,23.9653,12523,員林市三信里
20200123 21:46,120.5720,23.9641,12526,員林市三信里
20200123 21:46,120.5748,23.9648,12529,員林市仁美里
20200123 21:46,120.5712,23.9654,12534,員林市三信里
20200123 21:46,120.5739,23.9644,12539,員林市三信里
20200123 21:47,120.5712,23.9641,12541,員林市三信里
20200123 21:48,120.5712,23.9657,12547,員林市三信里
20200123 21:49,120.5700,23.9606,12557,員林市和平里
20200123 21:49,120.5673,23.9622,12558,員林市南平里
20200123 21:49,120.5725,23.9641,12560,員林市三信里
20200123 21:54,120.5522,23.9527,12561,埔心鄉瓦北村
20200123 21:54,120.5576,23.9536,12562,埔心鄉瓦北村
20200123 21:54,120.5531,23.9532,12564,埔心鄉瓦北村
20200123 21:56,120.5390,23.9515,12565,埔心鄉義民村
20200123 21:56,120.5455,23.9513,12566,埔心鄉東門村
20200123 21:58,120.5366,23.9513,12571,埔心鄉埔心村
20200123 21:59,120.5282,23.9492,12573,埔心鄉舊館村
20200123 22:00,120.5246,23.9484,12575,埔心鄉舊館村
20200123 22:02,120.5112,23.9526,12577,溪湖鎮東溪里
20200123 22:02,120.5065,23.9548,12578,溪湖鎮東溪里
20200123 22:02,120.4920,23.9542,12579,溪湖鎮西溪里
20200123 22:02,120.5112,23.9526,12580,溪湖鎮東溪里
20200123 22:06,120.4830,23.9588,12581,溪湖鎮湖東里
20200123 22:11,120.4618,23.9570,12583,溪湖鎮河東里
20200123 22:12,120.4606,23.9539,12585,溪湖鎮河東里
20200123 22:14,120.4618,23.9556,12589,溪湖鎮河東里
20200123 22:16,120.4618,23.9570,12599,溪湖鎮河東里
20200123 22:38,120.4605,23.9544,12602,溪湖鎮河東里
20200123 22:51,120.4618,23.9555,12604,溪湖鎮河東里
20200123 22:54,120.4618,23.9575,12606,溪湖鎮河東里
20200123 22:55,120.4631,23.9590,12612,溪湖鎮北勢里
20200123 22:58,120.4617,23.9547,12619,溪湖鎮河東里
20200123 22:59,120.4618,23.9556,12620,溪湖鎮河東里
20200123 23:00,120.4618,23.9570,12624,溪湖鎮河東里
20200123 23:10,120.4616,23.9538,12665,溪湖鎮河東里
20200123 23:11,120.4617,23.9551,12670,溪湖鎮河東里
20200123 23:14,120.4618,23.9570,12682,溪湖鎮河東里
20200124 01:00,120.4605,23.9546,12773,溪湖鎮河東里
20200124 01:30,120.4617,23.9551,12781,溪湖鎮河東里
20200124 01:45,120.4619,23.9568,12783,溪湖鎮河東里
20200124 07:19,120.4607,23.9543,12814,溪湖鎮河東里
20200124 08:43,120.4616,23.9552,12826,溪湖鎮河東里
20200124 09:37,120.4618,23.9572,12847,溪湖鎮河東里
20200124 10:42,120.4617,23.9543,12858,溪湖鎮河東里
20200124 10:52,120.4648,23.9613,12868,溪湖鎮北勢里
20200124 10:52,120.4636,23.9589,12869,溪湖鎮北勢里
20200124 11:02,120.4748,23.9638,12878,溪湖鎮大突里
20200124 11:04,120.4772,23.9623,12881,溪湖鎮太平里
20200124 11:10,120.4793,23.9621,12885,溪湖鎮光平里
20200124 11:15,120.4756,23.9594,12887,溪湖鎮湖西里
20200124 11:26,120.4739,23.9593,12891,溪湖鎮湖西里
20200124 11:28,120.4623,23.9588,12893,溪湖鎮北勢里
20200124 11:30,120.4633,23.9589,12895,溪湖鎮北勢里
20200124 11:37,120.4788,23.9593,12897,溪湖鎮光華里
20200124 11:39,120.4830,23.9586,12901,溪湖鎮湖東里
20200124 11:39,120.4804,23.9588,12902,溪湖鎮平和里
20200124 11:43,120.4781,23.9594,12911,溪湖鎮光華里
20200124 11:53,120.4618,23.9569,12914,溪湖鎮河東里
20200124 12:22,120.4615,23.9551,12918,溪湖鎮河東里
20200124 14:46,120.4621,23.9560,12943,溪湖鎮田中里
20200124 15:29,120.4618,23.9569,12964,溪湖鎮河東里
20200124 15:42,120.4617,23.9548,12968,溪湖鎮河東里
20200124 15:43,120.4669,23.9591,12970,溪湖鎮北勢里
20200124 15:43,120.4654,23.9615,12971,溪湖鎮大突里
20200124 15:43,120.4614,23.9526,12972,溪湖鎮河東里
20200124 15:44,120.4743,23.9547,12974,溪湖鎮汴頭里
20200124 15:44,120.4681,23.9592,12975,溪湖鎮大突里
20200124 15:44,120.4731,23.9641,12976,溪湖鎮大突里
20200124 15:44,120.4692,23.9592,12981,溪湖鎮大突里
20200124 15:44,120.4722,23.9650,12982,溪湖鎮大突里
20200124 15:50,120.4660,23.9679,12984,溪湖鎮大突里
20200124 15:50,120.4670,23.9728,12985,溪湖鎮西寮里
20200124 15:51,120.4718,23.9746,12988,溪湖鎮西寮里
20200124 15:58,120.4710,23.9733,12994,溪湖鎮西寮里
20200124 16:15,120.4697,23.9733,13007,溪湖鎮西寮里
20200124 16:31,120.4682,23.9732,13016,溪湖鎮西寮里
20200124 16:55,120.4737,23.9746,13017,溪湖鎮西寮里
20200124 17:12,120.4725,23.9740,13031,溪湖鎮西寮里
20200124 17:59,120.4696,23.9730,13037,溪湖鎮西寮里
20200124 18:16,120.4705,23.9736,13043,溪湖鎮西寮里
20200124 19:07,120.4718,23.9743,13065,溪湖鎮西寮里
20200124 19:12,120.4722,23.9729,13094,溪湖鎮西寮里
20200124 19:30,120.4717,23.9754,13137,溪湖鎮西寮里
20200124 19:31,120.4749,23.9749,13139,溪湖鎮西寮里
20200124 19:35,120.4718,23.9743,13141,溪湖鎮西寮里
20200124 19:53,120.4717,23.9652,13188,溪湖鎮大突里
20200124 19:55,120.4717,23.9752,13194,溪湖鎮西寮里
20200124 19:58,120.4752,23.9749,13197,溪湖鎮西寮里
20200124 20:39,120.4729,23.9741,13229,溪湖鎮西寮里
20200124 20:55,120.4718,23.9743,13252,溪湖鎮西寮里
20200124 21:07,120.4722,23.9730,13270,溪湖鎮西寮里
20200124 21:08,120.4760,23.9681,13274,溪湖鎮東寮里
20200124 21:09,120.4735,23.9644,13279,溪湖鎮大突里
20200124 21:10,120.4778,23.9565,13281,溪湖鎮大竹里
20200124 21:10,120.4753,23.9636,13282,溪湖鎮大突里
20200124 21:10,120.4772,23.9616,13286,溪湖鎮太平里
20200124 21:11,120.4670,23.9601,13287,溪湖鎮大突里
