datetime,x,y,seq,village
20200119 15:18,121.5419,25.0444,7569,大安區誠安里
20200119 15:18,121.5454,25.0449,7571,大安區光武里
20200119 15:19,121.5397,25.0444,7581,大安區昌隆里
20200119 15:20,121.5338,25.0450,7587,中山區朱園里
20200119 15:21,121.5327,25.0446,7599,中正區梅花里
20200119 15:22,121.5312,25.0465,7610,中山區興亞里
20200119 15:23,121.5284,25.0465,7617,中正區梅花里
20200119 15:23,121.5257,25.0475,7619,中山區正守里
20200119 15:24,121.5241,25.0474,7623,中正區梅花里
20200119 15:25,121.5216,25.0481,7624,中山區正得里
20200119 15:31,121.5204,25.0474,7650,中正區梅花里
20200119 15:32,121.5195,25.0481,7653,中山區民安里
20200119 15:34,121.5181,25.0485,7670,大同區建明里
20200119 15:36,121.5166,25.0493,7677,大同區建明里
20200119 15:59,121.5194,25.0482,7731,中山區民安里
20200119 16:09,121.5176,25.0484,7735,大同區建明里
20200119 17:11,121.5167,25.0488,7898,中正區黎明里
20200119 17:15,121.4648,25.0141,7918,板橋區新民里
20200119 17:21,121.4468,25.0037,7943,板橋區復興里
20200119 17:21,121.4476,25.0066,7947,板橋區浮洲里
20200119 17:22,121.4307,25.0047,7949,樹林區圳福里
20200119 17:22,121.4361,25.0048,7950,新莊區西盛里
20200119 17:22,121.4414,25.0059,7952,板橋區歡園里
20200119 17:22,121.4333,25.0048,7953,新莊區西盛里
20200119 17:22,121.4289,25.0021,7955,樹林區圳福里
20200119 17:22,121.4325,25.0030,7957,新莊區西盛里
20200119 17:22,121.4267,25.0022,7959,樹林區圳安里
20200119 17:22,121.4336,25.0057,7960,新莊區西盛里
20200119 17:22,121.4308,25.0048,7961,樹林區圳福里
20200119 17:22,121.4415,25.0066,7963,板橋區歡園里
20200119 17:22,121.4430,25.0047,7965,板橋區僑中里
20200119 17:22,121.4307,25.0047,7966,樹林區圳福里
20200119 17:22,121.4414,25.0059,7968,板橋區歡園里
20200119 17:22,121.4361,25.0048,7969,新莊區西盛里
20200119 17:22,121.4289,25.0021,7970,樹林區圳福里
20200119 17:23,121.4139,25.0037,7971,樹林區光興里
20200119 17:23,121.4215,25.0031,7973,樹林區金寮里
20200119 17:23,121.4202,25.0056,7975,樹林區圳安里
20200119 17:23,121.3906,25.0106,7976,龜山區龍壽里
20200119 17:23,121.4234,25.0030,7978,樹林區圳安里
20200119 17:24,121.3657,25.0243,7981,龜山區舊路里
20200119 17:24,121.3906,25.0107,7983,龜山區龍壽里
20200119 17:25,121.3554,25.0299,7991,龜山區楓樹里
20200119 17:25,121.3655,25.0244,7992,龜山區舊路里
20200119 17:26,121.3282,25.0446,7998,龜山區大坑里
20200119 17:26,121.3554,25.0299,7999,龜山區楓樹里
20200119 17:27,121.3131,25.0611,8005,蘆竹區營盤里
20200119 17:27,121.3102,25.0613,8006,蘆竹區營盤里
20200119 17:27,121.2849,25.0597,8009,蘆竹區瓦窯里
20200119 17:28,121.2713,25.0573,8012,蘆竹區長興里
20200119 17:28,121.2789,25.0599,8013,蘆竹區長興里
20200119 17:28,121.2914,25.0578,8014,蘆竹區瓦窯里
20200119 17:28,121.2749,25.0580,8015,蘆竹區長興里
20200119 17:28,121.2713,25.0573,8016,蘆竹區長興里
20200119 17:28,121.2914,25.0578,8017,蘆竹區瓦窯里
20200119 17:28,121.2789,25.0599,8018,蘆竹區長興里
20200119 17:28,121.2713,25.0573,8019,蘆竹區長興里
20200119 17:28,121.2776,25.0577,8020,蘆竹區長興里
20200119 17:28,121.2704,25.0568,8025,蘆竹區蘆竹里
20200119 17:29,121.2476,25.0441,8026,蘆竹區宏竹里
20200119 17:29,121.2654,25.0551,8027,蘆竹區蘆竹里
20200119 17:29,121.2424,25.0391,8028,蘆竹區宏竹里
20200119 17:29,121.2563,25.0484,8029,蘆竹區宏竹里
20200119 17:29,121.2503,25.0465,8030,蘆竹區宏竹里
20200119 17:29,121.2654,25.0551,8032,蘆竹區蘆竹里
20200119 17:29,121.2450,25.0417,8034,蘆竹區宏竹里
20200119 17:29,121.2663,25.0555,8035,蘆竹區蘆竹里
20200119 17:29,121.2520,25.0478,8036,蘆竹區宏竹里
20200119 17:29,121.2654,25.0551,8039,蘆竹區蘆竹里
20200119 17:29,121.2615,25.0534,8040,蘆竹區蘆竹里
20200119 17:29,121.2563,25.0484,8041,蘆竹區宏竹里
20200119 17:29,121.2520,25.0478,8042,蘆竹區宏竹里
20200119 17:29,121.2654,25.0551,8043,蘆竹區蘆竹里
20200119 17:29,121.2450,25.0417,8045,蘆竹區宏竹里
20200119 17:29,121.2503,25.0465,8046,蘆竹區宏竹里
20200119 17:29,121.2635,25.0546,8050,蘆竹區蘆竹里
20200119 17:29,121.2515,25.0474,8053,蘆竹區宏竹里
20200119 17:30,121.2289,25.0272,8054,大園區五權里
20200119 17:30,121.2238,25.0214,8055,大園區橫峰里
20200119 17:30,121.2306,25.0289,8056,大園區五權里
20200119 17:30,121.2274,25.0258,8057,大園區五權里
20200119 17:30,121.2366,25.0356,8058,蘆竹區新莊里
20200119 17:30,121.2295,25.0274,8060,大園區五權里
20200119 17:30,121.2342,25.0320,8061,大園區埔心里
20200119 17:30,121.2375,25.0359,8063,蘆竹區新莊里
20200119 17:30,121.2242,25.0220,8064,大園區五權里
20200119 17:30,121.2306,25.0289,8065,大園區五權里
20200119 17:30,121.2325,25.0307,8066,蘆竹區新莊里
20200119 17:31,121.2147,25.0125,8067,中壢區青埔里
20200119 17:31,121.2211,25.0195,8069,大園區橫峰里
20200119 17:32,121.2143,25.0112,8072,中壢區青埔里
20200119 17:35,121.2147,25.0125,8093,中壢區青埔里
20200119 17:37,121.1770,24.9749,8100,中壢區內厝里
20200119 17:37,121.1719,24.9698,8102,中壢區過嶺里
20200119 17:37,121.1796,24.9773,8104,中壢區內厝里
20200119 17:37,121.1770,24.9749,8106,中壢區內厝里
20200119 17:37,121.1719,24.9698,8108,中壢區過嶺里
20200119 17:38,121.1467,24.9546,8110,新屋區頭洲里
20200119 17:38,121.1501,24.9561,8111,新屋區頭洲里
20200119 17:38,121.1646,24.9632,8112,中壢區過嶺里
20200119 17:38,121.1605,24.9605,8113,新屋區頭洲里
20200119 17:38,121.1656,24.9644,8115,中壢區過嶺里
20200119 17:38,121.1594,24.9599,8117,新屋區頭洲里
20200119 17:38,121.1406,24.9537,8118,新屋區頭洲里
20200119 17:38,121.1646,24.9632,8119,中壢區過嶺里
20200119 17:38,121.1457,24.9535,8120,新屋區頭洲里
20200119 17:38,121.1540,24.9575,8121,新屋區頭洲里
20200119 17:38,121.1605,24.9605,8122,新屋區頭洲里
20200119 17:38,121.1479,24.9567,8126,新屋區頭洲里
20200119 17:38,121.1442,24.9531,8128,新屋區頭洲里
20200119 17:38,121.1646,24.9632,8129,中壢區過嶺里
20200119 17:38,121.1532,24.9570,8132,新屋區頭洲里
20200119 17:38,121.1479,24.9567,8133,新屋區頭洲里
20200119 17:38,121.1467,24.9546,8134,新屋區頭洲里
20200119 17:41,121.0747,24.8897,8135,湖口鄉長嶺村
20200119 17:41,121.0796,24.8935,8140,湖口鄉長嶺村
20200119 17:41,121.0765,24.8910,8143,湖口鄉長嶺村
20200119 17:41,121.0790,24.8927,8146,湖口鄉長嶺村
20200119 17:43,121.0425,24.8175,8148,竹北市東海里
20200119 17:43,121.0731,24.8471,8149,新埔鎮南平里
20200119 17:49,121.0314,24.7706,8152,竹東鎮柯湖里
20200119 17:49,121.0356,24.7832,8158,竹東鎮頭重里
20200119 17:49,121.0314,24.7782,8166,竹東鎮頭重里
20200119 17:49,121.0314,24.7706,8168,竹東鎮柯湖里
20200119 17:52,120.9459,24.7026,8170,頭份市興隆里
20200119 17:53,120.9170,24.6754,8172,頭份市上興里
20200119 17:53,120.9190,24.6704,8173,頭份市上興里
20200119 17:53,120.9199,24.6777,8174,頭份市上興里
20200119 17:53,120.917,24.6696,8175,頭份市上興里
20200119 17:57,120.8287,24.6069,8178,後龍鎮校椅里
20200119 17:57,120.8219,24.6058,8179,後龍鎮豐富里
20200119 17:59,120.8181,24.6028,8180,後龍鎮豐富里
20200119 17:59,120.8150,24.6018,8181,後龍鎮豐富里
20200119 18:00,120.8229,24.5990,8184,後龍鎮豐富里
20200119 18:00,120.8215,24.6013,8185,後龍鎮豐富里
20200119 18:00,120.8150,24.6000,8188,後龍鎮豐富里
20200119 18:00,120.8243,24.5873,8191,苗栗市福安里
20200119 18:08,120.6784,24.3315,8192,外埔區永豐里
20200119 18:08,120.6820,24.3314,8193,外埔區永豐里
20200119 18:08,120.6740,24.3313,8194,外埔區永豐里
20200119 18:08,120.6748,24.3151,8197,后里區眉山里
20200119 18:08,120.6771,24.3022,8198,后里區聯合里
20200119 18:12,120.6240,24.1521,8199,南屯區新生里
20200119 18:12,120.6204,24.1452,8201,南屯區文山里
20200119 18:13,120.6200,24.1297,8202,南屯區鎮平里
20200119 18:13,120.6188,24.1396,8203,南屯區春社里
20200119 18:14,120.6160,24.1191,8205,烏日區學田里
20200119 18:14,120.6140,24.1177,8206,烏日區學田里
20200119 18:14,120.6159,24.1140,8207,烏日區三和里
20200119 18:14,120.6164,24.1192,8208,烏日區學田里
20200119 18:14,120.6154,24.1114,8209,烏日區湖日里
20200119 18:14,120.6159,24.1140,8214,烏日區三和里
20200119 18:14,120.6153,24.1185,8215,烏日區學田里
20200119 18:14,120.6153,24.1117,8217,烏日區湖日里
20200119 18:15,120.6149,24.1101,8222,烏日區三和里
20200119 18:16,120.6152,24.1080,8224,烏日區湖日里
20200119 18:18,120.6135,24.0887,8227,彰化市田中里
20200119 18:19,120.6142,24.0841,8229,彰化市田中里
20200119 18:19,120.6116,24.0713,8230,彰化市竹巷里
20200119 18:22,120.6127,23.9689,8236,員林市南東里
20200119 18:23,120.6147,23.9436,8237,員林市出水里
20200119 18:23,120.6157,23.9413,8239,員林市出水里
20200119 18:23,120.6155,23.9367,8251,員林市林厝里
20200119 18:23,120.6146,23.9436,8253,員林市出水里
20200119 18:23,120.6183,23.9335,8254,員林市林厝里
20200119 18:23,120.6155,23.9368,8255,員林市林厝里
20200119 18:23,120.6127,23.9687,8256,員林市南東里
20200119 18:24,120.6176,23.9192,8258,社頭鄉泰安村
20200119 18:24,120.6080,23.9114,8259,社頭鄉仁和村
20200119 18:24,120.6174,23.9113,8261,社頭鄉仁和村
20200119 18:24,120.6140,23.9123,8263,社頭鄉仁和村
20200119 18:24,120.6033,23.9033,8265,社頭鄉朝興村
20200119 18:24,120.6080,23.9114,8266,社頭鄉仁和村
20200119 18:24,120.6101,23.9056,8267,社頭鄉朝興村
20200119 18:24,120.6176,23.9192,8268,社頭鄉泰安村
20200119 18:24,120.6057,23.9033,8269,社頭鄉朝興村
20200119 18:25,120.5979,23.8918,8270,社頭鄉清水村
20200119 18:25,120.6035,23.8925,8271,社頭鄉山湖村
20200119 18:25,120.5864,23.8850,8275,社頭鄉里仁村
20200119 18:25,120.5969,23.8924,8276,社頭鄉清水村
20200119 18:25,120.5927,23.8826,8277,社頭鄉里仁村
20200119 18:25,120.5966,23.8884,8278,社頭鄉埤斗村
20200119 18:25,120.5903,23.8837,8279,社頭鄉里仁村
20200119 18:25,120.5953,23.8867,8280,社頭鄉埤斗村
20200119 18:25,120.6030,23.8927,8281,社頭鄉山湖村
20200119 18:25,120.5966,23.8884,8282,社頭鄉埤斗村
20200119 18:27,120.5728,23.8729,8284,田中鎮龍潭里
20200119 18:28,120.5748,23.8712,8292,田中鎮龍潭里
20200119 18:30,120.5747,23.8699,8297,田中鎮龍潭里
20200119 18:30,120.5731,23.8725,8301,田中鎮龍潭里
20200119 18:31,120.5662,23.8726,8306,田中鎮三光里
20200119 18:31,120.5736,23.8716,8312,田中鎮龍潭里
20200119 18:31,120.5629,23.8683,8313,田中鎮三民里
20200119 18:31,120.5662,23.8729,8314,田中鎮三光里
20200119 18:31,120.5727,23.8731,8315,田中鎮龍潭里
20200119 18:32,120.5585,23.8691,8324,田中鎮三民里
20200119 18:32,120.5448,23.8633,8325,北斗鎮大新里
20200119 18:32,120.5412,23.8582,8326,北斗鎮新生里
20200119 18:32,120.5483,23.8604,8327,北斗鎮大新里
20200119 18:32,120.5383,23.8562,8328,北斗鎮新生里
20200119 18:32,120.5412,23.8560,8329,北斗鎮新生里
20200119 18:33,120.5323,23.8492,8330,溪州鄉西畔村
20200119 18:33,120.5329,23.8528,8331,北斗鎮七星里
20200119 18:33,120.5209,23.8494,8333,溪州鄉舊眉村
20200119 18:33,120.5047,23.8480,8334,溪州鄉東州村
20200119 18:33,120.5108,23.8458,8335,溪州鄉東州村
20200119 18:34,120.4622,23.8258,8336,溪州鄉水尾村
20200119 18:34,120.4810,23.8394,8337,溪州鄉溪厝村
20200119 18:34,120.4761,23.8413,8338,溪州鄉溪厝村
20200119 18:34,120.4613,23.8287,8339,溪州鄉水尾村
20200119 18:34,120.4754,23.8405,8341,溪州鄉溪厝村
20200119 18:34,120.4866,23.8452,8343,溪州鄉溪厝村
20200119 18:34,120.4775,23.8430,8345,溪州鄉溪厝村
20200119 18:34,120.4810,23.8393,8346,溪州鄉溪厝村
20200119 18:34,120.4750,23.8400,8347,溪州鄉溪厝村
20200119 18:34,120.4779,23.8436,8348,溪州鄉溪厝村
20200119 18:34,120.4709,23.8353,8349,溪州鄉溪厝村
20200119 18:35,120.4325,23.7970,8351,西螺鎮安定里
20200119 18:35,120.4411,23.8060,8352,西螺鎮河南里
20200119 18:35,120.4390,23.8128,8353,西螺鎮安定里
20200119 18:35,120.4418,23.8077,8354,西螺鎮安定里
20200119 18:36,120.4283,23.7839,8355,西螺鎮福田里
20200119 18:36,120.4333,23.7927,8356,西螺鎮安定里
20200119 18:36,120.4303,23.7879,8357,西螺鎮福田里
20200119 18:36,120.4258,23.7605,8359,二崙鄉田尾村
20200119 18:36,120.4274,23.7667,8360,二崙鄉崙東村
20200119 18:36,120.4289,23.7844,8361,西螺鎮福田里
20200119 18:36,120.4258,23.7605,8362,二崙鄉田尾村
20200119 18:37,120.4215,23.7511,8363,二崙鄉田尾村
20200119 18:37,120.4219,23.7584,8364,二崙鄉田尾村
20200119 18:37,120.4244,23.7598,8365,二崙鄉田尾村
20200119 18:37,120.4215,23.7511,8366,二崙鄉田尾村
20200119 18:37,120.4203,23.7570,8367,二崙鄉田尾村
20200119 18:37,120.4128,23.7406,8368,虎尾鎮廉使里
20200119 18:37,120.4244,23.7598,8369,二崙鄉田尾村
20200119 18:37,120.4219,23.7584,8370,二崙鄉田尾村
20200119 18:37,120.4176,23.7489,8372,西螺鎮吳厝里
20200119 18:37,120.4131,23.7414,8373,虎尾鎮廉使里
20200119 18:37,120.4215,23.7511,8374,二崙鄉田尾村
20200119 18:37,120.4227,23.7597,8375,二崙鄉田尾村
20200119 18:38,120.4165,23.7365,8379,虎尾鎮廉使里
20200119 18:39,120.4141,23.7368,8386,虎尾鎮廉使里
20200119 18:41,120.4165,23.7349,8390,虎尾鎮廉使里
20200119 18:42,120.4128,23.7301,8393,虎尾鎮墾地里
20200119 18:42,120.4067,23.7251,8394,虎尾鎮墾地里
20200119 18:42,120.4164,23.7337,8395,虎尾鎮廉使里
20200119 18:42,120.4163,23.7292,8396,虎尾鎮廉使里
20200119 18:42,120.4075,23.7248,8397,虎尾鎮北溪里
20200119 18:42,120.4164,23.7337,8399,虎尾鎮廉使里
20200119 18:42,120.4129,23.7301,8400,虎尾鎮墾地里
20200119 18:43,120.4053,23.7107,8401,虎尾鎮建國里
20200119 18:43,120.3997,23.7011,8402,虎尾鎮東屯里
20200119 18:43,120.3913,23.6932,8403,土庫鎮石廟里
20200119 18:43,120.4031,23.7083,8404,虎尾鎮北溪里
20200119 18:43,120.3999,23.7011,8406,虎尾鎮東屯里
20200119 18:43,120.3955,23.7041,8408,虎尾鎮東屯里
20200119 18:43,120.4042,23.7094,8409,虎尾鎮建國里
20200119 18:43,120.3894,23.6951,8415,土庫鎮石廟里
20200119 18:43,120.4031,23.7083,8416,虎尾鎮北溪里
20200119 18:43,120.4073,23.7125,8417,虎尾鎮建國里
20200119 18:43,120.4006,23.7070,8418,虎尾鎮北溪里
20200119 18:43,120.4048,23.7095,8419,虎尾鎮建國里
20200119 18:43,120.4066,23.7115,8420,虎尾鎮建國里
20200119 18:43,120.4040,23.7089,8421,虎尾鎮北溪里
20200119 18:43,120.3988,23.7060,8426,虎尾鎮東屯里
20200119 18:43,120.4056,23.7100,8427,虎尾鎮建國里
20200119 18:43,120.3907,23.6897,8429,土庫鎮石廟里
20200119 18:43,120.4006,23.7070,8430,虎尾鎮北溪里
20200119 18:43,120.4040,23.7089,8432,虎尾鎮北溪里
20200119 18:44,120.3873,23.6945,8433,土庫鎮石廟里
20200119 18:44,120.3905,23.6901,8434,土庫鎮石廟里
20200119 18:44,120.3879,23.6872,8435,土庫鎮石廟里
20200119 18:44,120.3770,23.6706,8436,土庫鎮興新里
20200119 18:44,120.3789,23.6745,8437,土庫鎮興新里
20200119 18:44,120.3815,23.6736,8439,土庫鎮興新里
20200119 18:44,120.3700,23.6628,8440,土庫鎮興新里
20200119 18:44,120.3903,23.6899,8441,土庫鎮石廟里
20200119 18:44,120.3829,23.6752,8442,土庫鎮興新里
20200119 18:44,120.3820,23.6791,8445,土庫鎮石廟里
20200119 18:44,120.3861,23.6858,8446,土庫鎮石廟里
20200119 18:44,120.3753,23.6740,8447,土庫鎮埤腳里
20200119 18:44,120.3829,23.6752,8448,土庫鎮興新里
20200119 18:44,120.3873,23.6945,8449,土庫鎮石廟里
20200119 18:45,120.3724,23.6634,8450,土庫鎮興新里
20200119 18:45,120.3741,23.6656,8451,土庫鎮興新里
20200119 18:45,120.3647,23.6584,8452,土庫鎮奮起里
20200119 18:45,120.3724,23.6634,8453,土庫鎮興新里
20200119 18:45,120.3520,23.6471,8454,土庫鎮奮起里
20200119 18:45,120.3615,23.6562,8455,土庫鎮奮起里
20200119 18:45,120.3583,23.6538,8457,土庫鎮奮起里
20200119 18:45,120.3698,23.6707,8458,土庫鎮興新里
20200119 18:45,120.3687,23.6625,8459,土庫鎮興新里
20200119 18:45,120.3650,23.6615,8460,土庫鎮奮起里
20200119 18:45,120.3526,23.6470,8461,土庫鎮奮起里
20200119 18:45,120.3633,23.6607,8462,土庫鎮奮起里
20200119 18:45,120.3700,23.6628,8464,土庫鎮興新里
20200119 18:45,120.3543,23.6471,8465,土庫鎮奮起里
20200119 18:45,120.3541,23.6431,8466,元長鄉瓦瑤村
20200119 18:45,120.3647,23.6584,8467,土庫鎮奮起里
20200119 18:45,120.3546,23.6471,8468,土庫鎮奮起里
20200119 18:45,120.3562,23.6531,8469,土庫鎮奮起里
20200119 18:46,120.3541,23.6431,8470,元長鄉瓦瑤村
20200119 18:46,120.3371,23.6295,8471,元長鄉客厝村
20200119 18:46,120.3440,23.6297,8472,元長鄉客厝村
20200119 18:46,120.3517,23.6368,8473,元長鄉瓦瑤村
20200119 18:46,120.3427,23.6296,8475,元長鄉客厝村
20200119 18:46,120.3407,23.6274,8479,元長鄉客厝村
20200119 18:46,120.3440,23.6297,8480,元長鄉客厝村
20200119 18:46,120.3410,23.6162,8481,元長鄉內寮村
20200119 18:46,120.3371,23.6295,8482,元長鄉客厝村
20200119 18:46,120.3435,23.6297,8483,元長鄉客厝村
20200119 18:46,120.3519,23.6370,8484,元長鄉瓦瑤村
20200119 18:46,120.3410,23.6162,8485,元長鄉內寮村
20200119 18:46,120.3525,23.6379,8486,元長鄉瓦瑤村
20200119 18:46,120.3386,23.6188,8487,元長鄉內寮村
20200119 18:46,120.3436,23.6297,8488,元長鄉客厝村
20200119 18:47,120.3336,23.6045,8489,元長鄉下寮村
20200119 18:47,120.3331,23.6107,8490,元長鄉下寮村
20200119 18:47,120.3353,23.6087,8491,元長鄉下寮村
20200119 18:47,120.3302,23.6029,8493,北港鎮府番里
20200119 18:47,120.3391,23.6170,8495,元長鄉內寮村
20200119 18:47,120.3334,23.5943,8496,北港鎮府番里
20200119 18:47,120.3354,23.6120,8497,元長鄉下寮村
20200119 18:47,120.3325,23.6075,8498,元長鄉下寮村
20200119 18:47,120.3322,23.5999,8499,北港鎮府番里
20200119 18:47,120.3306,23.6034,8502,元長鄉下寮村
20200119 18:47,120.3326,23.6080,8503,元長鄉下寮村
20200119 18:47,120.3334,23.5943,8504,北港鎮府番里
20200119 18:47,120.3336,23.6045,8505,元長鄉下寮村
20200119 18:47,120.3322,23.5999,8506,北港鎮府番里
20200119 18:47,120.3336,23.6136,8508,元長鄉下寮村
20200119 18:47,120.3302,23.6029,8509,北港鎮府番里
20200119 18:47,120.3354,23.6120,8511,元長鄉下寮村
20200119 18:47,120.3331,23.6107,8512,元長鄉下寮村
20200119 18:47,120.3332,23.6062,8513,元長鄉下寮村
20200119 18:47,120.3391,23.6170,8515,元長鄉內寮村
20200119 18:47,120.3331,23.6107,8516,元長鄉下寮村
20200119 18:47,120.3353,23.6082,8517,元長鄉下寮村
20200119 18:48,120.3320,23.5660,8519,新港鄉共和村
20200119 18:48,120.3264,23.5781,8520,北港鎮後溝里
20200119 18:48,120.3314,23.5597,8521,新港鄉共和村
20200119 18:48,120.3270,23.5796,8522,北港鎮後溝里
20200119 18:48,120.3320,23.5660,8523,新港鄉共和村
20200119 18:48,120.3318,23.5711,8524,新港鄉板頭村
20200119 18:49,120.3313,23.5597,8527,新港鄉共和村
20200119 18:49,120.3302,23.5566,8528,新港鄉共和村
20200119 18:49,120.3299,23.5543,8529,新港鄉共和村
20200119 18:49,120.3311,23.5597,8535,新港鄉共和村
20200119 18:50,120.3290,23.5139,8538,新港鄉溪北村
20200119 18:50,120.3221,23.5244,8539,新港鄉潭大村
20200119 18:50,120.3271,23.5327,8540,新港鄉潭大村
20200119 18:50,120.3290,23.5139,8541,新港鄉溪北村
20200119 18:51,120.3248,23.4863,8542,太保市舊埤里
20200119 18:51,120.3208,23.4968,8544,太保市田尾里
20200119 18:52,120.3250,23.4834,8546,太保市舊埤里
20200119 18:53,120.3216,23.4557,8550,太保市崙頂里
20200119 18:53,120.3242,23.4635,8552,太保市太保里
20200119 18:53,120.3233,23.4568,8558,太保市太保里
20200119 18:53,120.3264,23.4609,8560,太保市太保里
20200119 18:54,120.3232,23.4557,8561,太保市太保里
20200119 18:56,120.3241,23.4576,8563,太保市太保里
20200119 18:56,120.3268,23.4574,8564,太保市太保里
20200119 18:56,120.3233,23.4558,8566,太保市太保里
20200119 18:57,120.3239,23.4575,8569,太保市太保里
20200119 19:01,120.3268,23.4574,8573,太保市太保里
20200119 19:04,120.3251,23.4618,8583,太保市太保里
20200119 19:05,120.3264,23.4609,8586,太保市太保里
20200119 19:07,120.3233,23.4558,8587,太保市太保里
20200119 19:09,120.3339,23.4536,8594,太保市春珠里
20200119 19:12,120.3268,23.4574,8600,太保市太保里
20200119 19:12,120.3233,23.4558,8602,太保市太保里
20200119 19:14,120.3287,23.4545,8610,太保市太保里
20200119 19:17,120.3312,23.4508,8611,太保市春珠里
20200119 19:18,120.3383,23.4529,8613,太保市春珠里
20200119 19:20,120.3438,23.4502,8614,太保市後潭里
20200119 19:22,120.3580,23.4478,8616,水上鄉大崙村
20200119 19:23,120.3628,23.4461,8619,水上鄉大崙村
20200119 19:23,120.3594,23.4473,8620,水上鄉大崙村
20200119 19:25,120.3631,23.4546,8632,水上鄉塗溝村
20200119 19:26,120.3751,23.4591,8636,水上鄉塗溝村
20200119 19:26,120.3770,23.4661,8639,太保市港尾里
20200119 19:26,120.3678,23.4584,8641,水上鄉塗溝村
20200119 19:26,120.3748,23.4583,8643,水上鄉塗溝村
20200119 19:26,120.3757,23.4605,8645,水上鄉塗溝村
20200119 19:26,120.3730,23.4766,8647,太保市港尾里
20200119 19:26,120.3815,23.4804,8648,太保市埤鄉里
20200119 19:26,120.3747,23.4577,8649,水上鄉塗溝村
20200119 19:26,120.3761,23.4621,8651,水上鄉塗溝村
20200119 19:26,120.3752,23.4594,8655,水上鄉塗溝村
20200119 19:28,120.3865,23.4829,8657,太保市埤鄉里
20200119 19:28,120.3897,23.4824,8658,太保市埤鄉里
20200119 19:29,120.3926,23.4934,8664,西區竹村里
20200119 19:29,120.3928,23.4970,8665,西區竹村里
20200119 19:29,120.3911,23.4931,8666,西區竹村里
20200119 19:29,120.3948,23.4982,8671,西區竹村里
20200119 19:30,120.4037,23.5144,8672,民雄鄉山中村
20200119 19:30,120.3985,23.5043,8673,太保市北新里
20200119 19:30,120.4021,23.5087,8674,太保市北新里
20200119 19:31,120.4064,23.5289,8675,民雄鄉中央村
20200119 19:31,120.4071,23.5312,8676,民雄鄉中央村
20200119 19:31,120.4046,23.5234,8680,民雄鄉山中村
20200119 19:31,120.4053,23.5258,8681,民雄鄉山中村
20200119 19:31,120.4059,23.5280,8682,民雄鄉中央村
20200119 19:31,120.4074,23.5316,8683,民雄鄉中央村
20200119 19:31,120.4043,23.5214,8684,民雄鄉山中村
20200119 19:31,120.4061,23.5281,8689,民雄鄉中央村
20200119 19:31,120.4050,23.5254,8691,民雄鄉山中村
20200119 19:31,120.4071,23.5309,8692,民雄鄉中央村
20200119 19:31,120.4061,23.5284,8698,民雄鄉中央村
20200119 19:31,120.4074,23.5320,8699,民雄鄉中央村
20200119 19:31,120.4045,23.5219,8704,民雄鄉山中村
20200119 19:31,120.4061,23.5281,8707,民雄鄉中央村
20200119 19:31,120.4075,23.5317,8709,民雄鄉中央村
20200119 19:32,120.4100,23.5383,8711,民雄鄉興中村
20200119 19:32,120.4078,23.5330,8714,民雄鄉中央村
20200119 19:35,120.4271,23.5499,8719,民雄鄉東榮村
20200119 19:35,120.4246,23.5478,8720,民雄鄉東榮村
20200119 19:35,120.4141,23.5481,8724,民雄鄉中和村
20200119 19:35,120.4271,23.5557,8725,民雄鄉西安村
20200119 19:35,120.4246,23.5478,8726,民雄鄉東榮村
20200119 19:37,120.4252,23.5546,8728,民雄鄉西安村
20200119 19:37,120.4286,23.5511,8732,民雄鄉中樂村
20200119 19:37,120.4236,23.5536,8733,民雄鄉西安村
20200119 19:37,120.4272,23.5557,8734,民雄鄉西安村
20200119 19:37,120.4286,23.5511,8736,民雄鄉中樂村
20200119 19:39,120.4233,23.5603,8737,民雄鄉寮頂村
20200119 19:40,120.4260,23.5571,8739,民雄鄉西安村
20200119 19:40,120.4319,23.5570,8741,民雄鄉東榮村
20200119 19:40,120.4274,23.5564,8742,民雄鄉西安村
20200119 19:41,120.4290,23.5555,8746,民雄鄉中樂村
20200119 19:41,120.4349,23.5539,8751,民雄鄉東湖村
20200119 19:42,120.4314,23.5555,8755,民雄鄉東榮村
20200119 19:43,120.4330,23.5573,8757,民雄鄉東榮村
20200119 19:45,120.4354,23.5573,8759,民雄鄉頂崙村
20200119 19:46,120.4398,23.5577,8761,民雄鄉豊收村
20200119 19:46,120.4372,23.5573,8766,民雄鄉頂崙村
20200119 19:47,120.4420,23.5587,8767,民雄鄉豊收村
20200119 19:47,120.4465,23.5601,8770,民雄鄉豊收村
20200119 19:47,120.4411,23.5583,8771,民雄鄉豊收村
20200119 19:47,120.4555,23.5607,8773,民雄鄉豊收村
20200119 19:48,120.4465,23.5601,8774,民雄鄉豊收村
20200119 19:49,120.4512,23.5599,8778,民雄鄉豊收村
20200119 19:49,120.4528,23.5558,8780,民雄鄉東湖村
20200119 19:49,120.4492,23.5603,8781,民雄鄉豊收村
20200119 19:49,120.4518,23.5585,8783,民雄鄉豊收村
20200119 19:50,120.4717,23.5580,8785,民雄鄉豊收村
20200119 19:50,120.4584,23.5612,8786,民雄鄉豊收村
20200119 19:51,120.4634,23.5624,8790,民雄鄉豊收村
20200119 19:52,120.4677,23.5600,8792,民雄鄉豊收村
20200119 19:52,120.4700,23.5588,8793,民雄鄉三興村
