datetime,x,y,seq
20200119 17:23,121.3906,25.0106,7976
20200119 17:23,121.4234,25.0030,7978
20200119 17:23,121.3906,25.0106,7979
20200119 17:24,121.3657,25.0243,7981
20200119 17:24,121.3906,25.0107,7983
20200119 17:24,121.3657,25.0243,7986
20200119 17:24,121.3906,25.0107,7987
20200119 17:24,121.3657,25.0243,7989
20200119 17:24,121.3906,25.0107,7990
20200119 17:25,121.3554,25.0299,7991
20200119 17:25,121.3655,25.0244,7992
20200119 17:25,121.3554,25.0299,7993
20200119 17:25,121.3657,25.0243,7995
20200119 17:26,121.3282,25.0446,7998
20200119 17:26,121.3554,25.0299,7999
20200119 17:27,121.3131,25.0611,8005
20200119 17:27,121.3102,25.0613,8006
20200119 17:27,121.2849,25.0597,8009
20200119 17:27,121.3102,25.0613,8010
20200119 17:27,121.2844,25.0598,8011
20200119 17:28,121.2713,25.0573,8012
20200119 17:28,121.2789,25.0599,8013
20200119 17:28,121.2914,25.0578,8014
20200119 17:28,121.2749,25.0580,8015
20200119 17:28,121.2713,25.0573,8016
20200119 17:28,121.2914,25.0578,8017
20200119 17:28,121.2789,25.0599,8018
20200119 17:28,121.2713,25.0573,8019
20200119 17:28,121.2776,25.0577,8020
20200119 17:28,121.2713,25.0573,8021
20200119 17:29,121.2476,25.0441,8026
20200119 17:29,121.2654,25.0551,8027
20200119 17:29,121.2424,25.0391,8028
20200119 17:29,121.2563,25.0484,8029
20200119 17:29,121.2503,25.0465,8030
20200119 17:29,121.2654,25.0551,8032
20200119 17:29,121.2503,25.0465,8033
20200119 17:29,121.2450,25.0417,8034
20200119 17:29,121.2663,25.0555,8035
20200119 17:29,121.2520,25.0478,8036
20200119 17:29,121.2654,25.0551,8039
20200119 17:29,121.2615,25.0534,8040
20200119 17:29,121.2563,25.0484,8041
20200119 17:29,121.2520,25.0478,8042
20200119 17:29,121.2654,25.0551,8043
20200119 17:29,121.2450,25.0417,8045
20200119 17:29,121.2503,25.0465,8046
20200119 17:29,121.2635,25.0546,8050
20200119 17:29,121.2503,25.0465,8051
20200119 17:29,121.2654,25.0551,8052
20200119 17:29,121.2515,25.0474,8053
20200119 17:30,121.2289,25.0272,8054
20200119 17:30,121.2238,25.0214,8055
20200119 17:30,121.2306,25.0289,8056
20200119 17:30,121.2274,25.0258,8057
20200119 17:30,121.2366,25.0356,8058
20200119 17:30,121.2272,25.0250,8059
20200119 17:30,121.2295,25.0274,8060
20200119 17:30,121.2342,25.0320,8061
20200119 17:30,121.2375,25.0359,8063
20200119 17:30,121.2242,25.0220,8064
20200119 17:30,121.2306,25.0289,8065
20200119 17:30,121.2325,25.0307,8066
20200119 17:31,121.2147,25.0125,8067
20200119 17:31,121.2211,25.0195,8069
20200119 17:31,121.2148,25.0126,8070
20200119 17:32,121.2143,25.0112,8072
20200119 17:35,121.2147,25.0125,8093
20200119 17:37,121.1770,24.9749,8100
20200119 17:37,121.1719,24.9698,8102
20200119 17:37,121.1770,24.9749,8103
20200119 17:37,121.1796,24.9773,8104
20200119 17:37,121.1770,24.9749,8106
20200119 17:37,121.1719,24.9698,8108
20200119 17:37,121.1772,24.9753,8109
20200119 17:38,121.1467,24.9546,8110
20200119 17:38,121.1501,24.9561,8111
20200119 17:38,121.1646,24.9632,8112
20200119 17:38,121.1605,24.9605,8113
20200119 17:38,121.1656,24.9644,8115
20200119 17:38,121.1605,24.9605,8116
20200119 17:38,121.1406,24.9537,8118
20200119 17:38,121.1646,24.9632,8119
20200119 17:38,121.1457,24.9535,8120
20200119 17:38,121.1540,24.9575,8121
20200119 17:38,121.1605,24.9605,8122
20200119 17:38,121.1479,24.9567,8126
20200119 17:38,121.1442,24.9531,8128
20200119 17:38,121.1646,24.9632,8129
20200119 17:38,121.1532,24.9570,8132
20200119 17:38,121.1479,24.9567,8133
20200119 17:38,121.1467,24.9546,8134
20200119 17:41,121.0747,24.8897,8135
20200119 17:41,121.0796,24.8935,8140
20200119 17:41,121.0765,24.8910,8143
20200119 17:41,121.0790,24.8927,8146
20200119 17:43,121.0425,24.8175,8148
20200119 17:43,121.0731,24.8471,8149
20200119 17:43,121.0425,24.8175,8150
20200119 17:43,121.0725,24.8466,8151
20200119 17:49,121.0314,24.7706,8152
20200119 17:49,121.0356,24.7832,8158
20200119 17:49,121.0314,24.7706,8160
20200119 17:49,121.0314,24.7782,8166
20200119 17:49,121.0356,24.7832,8167
20200119 17:49,121.0314,24.7706,8168
20200119 17:52,120.9459,24.7026,8170
20200119 17:53,120.9170,24.6754,8172
20200119 17:53,120.9190,24.6704,8173
20200119 17:53,120.9199,24.6777,8174
20200119 17:53,120.917,24.6696,8175
20200119 17:53,120.9199,24.6777,8177
20200119 17:57,120.8287,24.6069,8178
20200119 17:57,120.8219,24.6058,8179
20200119 17:59,120.8181,24.6028,8180
20200119 17:59,120.8150,24.6018,8181
20200119 17:59,120.8181,24.6028,8182
20200119 17:59,120.8150,24.6018,8183
20200119 18:00,120.8229,24.5990,8184
20200119 18:00,120.8215,24.6013,8185
20200119 18:00,120.8150,24.6000,8188
20200119 18:00,120.8243,24.5873,8191
20200119 18:08,120.6784,24.3315,8192
20200119 18:08,120.6820,24.3314,8193
20200119 18:08,120.6740,24.3313,8194
20200119 18:08,120.6748,24.3151,8197
20200119 18:08,120.6771,24.3022,8198
20200119 18:12,120.6240,24.1521,8199
20200119 18:12,120.6204,24.1452,8201
20200119 18:13,120.6200,24.1297,8202
20200119 18:13,120.6188,24.1396,8203
20200119 18:14,120.6160,24.1191,8205
20200119 18:14,120.6140,24.1177,8206
20200119 18:14,120.6159,24.1140,8207
20200119 18:14,120.6164,24.1192,8208
20200119 18:14,120.6154,24.1114,8209
20200119 18:14,120.6164,24.1192,8210
20200119 18:14,120.6153,24.1119,8211
20200119 18:14,120.6153,24.1185,8215
20200119 18:14,120.6155,24.1136,8216
20200119 18:14,120.6153,24.1185,8219
20200119 18:14,120.6155,24.1136,8220
20200119 18:15,120.6154,24.1114,8221
20200119 18:16,120.6152,24.1080,8224
20200119 18:18,120.6135,24.0887,8227
20200119 18:19,120.6142,24.0841,8229
20200119 18:19,120.6116,24.0713,8230
20200119 18:19,120.6141,24.0843,8231
20200119 18:19,120.6115,24.0713,8232
20200119 18:22,120.6127,23.9689,8236
20200119 18:23,120.6147,23.9436,8237
20200119 18:23,120.6157,23.9413,8239
20200119 18:23,120.6146,23.9436,8241
20200119 18:23,120.6155,23.9414,8245
20200119 18:23,120.6146,23.9437,8249
20200119 18:23,120.6157,23.9413,8250
20200119 18:23,120.6155,23.9367,8251
20200119 18:23,120.6155,23.9414,8252
20200119 18:23,120.6146,23.9436,8253
20200119 18:23,120.6183,23.9335,8254
20200119 18:23,120.6155,23.9368,8255
20200119 18:23,120.6127,23.9687,8256
20200119 18:23,120.6150,23.9362,8257
20200119 18:24,120.6176,23.9192,8258
20200119 18:24,120.6080,23.9114,8259
20200119 18:24,120.6174,23.9113,8261
20200119 18:24,120.6140,23.9123,8263
20200119 18:24,120.6033,23.9033,8265
20200119 18:24,120.6080,23.9114,8266
20200119 18:24,120.6101,23.9056,8267
20200119 18:24,120.6176,23.9192,8268
20200119 18:24,120.6057,23.9033,8269
20200119 18:25,120.5979,23.8918,8270
20200119 18:25,120.6035,23.8925,8271
20200119 18:25,120.5979,23.8910,8272
20200119 18:25,120.6035,23.8925,8273
20200119 18:25,120.5979,23.8918,8274
20200119 18:25,120.5864,23.8850,8275
20200119 18:25,120.5969,23.8924,8276
20200119 18:25,120.5927,23.8826,8277
20200119 18:25,120.5966,23.8884,8278
20200119 18:25,120.5903,23.8837,8279
20200119 18:25,120.5953,23.8867,8280
20200119 18:25,120.6030,23.8927,8281
20200119 18:25,120.5966,23.8884,8282
20200119 18:25,120.6030,23.8927,8283
20200119 18:27,120.5728,23.8729,8284
20200119 18:28,120.5748,23.8712,8292
20200119 18:28,120.5728,23.8729,8294
20200119 18:28,120.5748,23.8712,8295
20200119 18:30,120.5747,23.8699,8297
20200119 18:30,120.5731,23.8725,8301
20200119 18:30,120.5747,23.8699,8303
20200119 18:31,120.5734,23.8720,8305
20200119 18:31,120.5662,23.8726,8306
20200119 18:31,120.5728,23.8730,8307
20200119 18:31,120.5662,23.8728,8309
20200119 18:31,120.5730,23.8727,8310
20200119 18:31,120.5629,23.8683,8313
20200119 18:31,120.5662,23.8729,8314
20200119 18:31,120.5727,23.8731,8315
20200119 18:31,120.5662,23.8728,8317
20200119 18:31,120.5720,23.8722,8318
20200119 18:31,120.5662,23.8725,8322
20200119 18:31,120.5724,23.8718,8323
20200119 18:32,120.5585,23.8691,8324
20200119 18:32,120.5448,23.8633,8325
20200119 18:32,120.5412,23.8582,8326
20200119 18:32,120.5483,23.8604,8327
20200119 18:32,120.5383,23.8562,8328
20200119 18:32,120.5412,23.8560,8329
20200119 18:33,120.5323,23.8492,8330
20200119 18:33,120.5329,23.8528,8331
20200119 18:33,120.5323,23.8492,8332
20200119 18:33,120.5209,23.8494,8333
20200119 18:33,120.5047,23.8480,8334
20200119 18:33,120.5108,23.8458,8335
20200119 18:34,120.4622,23.8258,8336
20200119 18:34,120.4810,23.8394,8337
20200119 18:34,120.4761,23.8413,8338
20200119 18:34,120.4613,23.8287,8339
20200119 18:34,120.4763,23.8416,8340
20200119 18:34,120.4613,23.8287,8342
20200119 18:34,120.4866,23.8452,8343
20200119 18:34,120.4757,23.8409,8344
20200119 18:34,120.4775,23.8430,8345
20200119 18:34,120.4810,23.8393,8346
20200119 18:34,120.4750,23.8400,8347
20200119 18:34,120.4779,23.8436,8348
20200119 18:34,120.4709,23.8353,8349
20200119 18:34,120.4775,23.8430,8350
20200119 18:35,120.4325,23.7970,8351
20200119 18:35,120.4411,23.8060,8352
20200119 18:35,120.4390,23.8128,8353
20200119 18:35,120.4418,23.8077,8354
20200119 18:36,120.4283,23.7839,8355
20200119 18:36,120.4333,23.7927,8356
20200119 18:36,120.4303,23.7879,8357
20200119 18:36,120.4333,23.7927,8358
20200119 18:36,120.4258,23.7605,8359
20200119 18:36,120.4274,23.7667,8360
20200119 18:36,120.4289,23.7844,8361
20200119 18:36,120.4258,23.7605,8362
20200119 18:37,120.4215,23.7511,8363
20200119 18:37,120.4219,23.7584,8364
20200119 18:37,120.4244,23.7598,8365
20200119 18:37,120.4215,23.7511,8366
20200119 18:37,120.4203,23.7570,8367
20200119 18:37,120.4128,23.7406,8368
20200119 18:37,120.4244,23.7598,8369
20200119 18:37,120.4219,23.7584,8370
20200119 18:37,120.4176,23.7489,8372
20200119 18:37,120.4131,23.7414,8373
20200119 18:37,120.4215,23.7511,8374
20200119 18:37,120.4227,23.7597,8375
20200119 18:38,120.4165,23.7365,8379
20200119 18:39,120.4141,23.7368,8386
20200119 18:41,120.4165,23.7349,8390
20200119 18:42,120.4128,23.7301,8393
20200119 18:42,120.4067,23.7251,8394
20200119 18:42,120.4164,23.7337,8395
20200119 18:42,120.4163,23.7292,8396
20200119 18:42,120.4075,23.7248,8397
20200119 18:42,120.4157,23.7294,8398
20200119 18:42,120.4164,23.7337,8399
20200119 18:42,120.4129,23.7301,8400
20200119 18:43,120.4053,23.7107,8401
20200119 18:43,120.3997,23.7011,8402
20200119 18:43,120.3913,23.6932,8403
20200119 18:43,120.4031,23.7083,8404
20200119 18:43,120.3999,23.7011,8406
20200119 18:43,120.4031,23.7083,8407
20200119 18:43,120.3955,23.7041,8408
20200119 18:43,120.4042,23.7094,8409
20200119 18:43,120.3894,23.6951,8415
20200119 18:43,120.4031,23.7083,8416
20200119 18:43,120.4073,23.7125,8417
20200119 18:43,120.4006,23.7070,8418
20200119 18:43,120.4048,23.7095,8419
20200119 18:43,120.4066,23.7115,8420
20200119 18:43,120.4040,23.7089,8421
20200119 18:43,120.3988,23.7060,8426
20200119 18:43,120.4056,23.7100,8427
20200119 18:43,120.3907,23.6897,8429
20200119 18:43,120.4006,23.7070,8430
20200119 18:43,120.4040,23.7089,8432
20200119 18:44,120.3873,23.6945,8433
20200119 18:44,120.3905,23.6901,8434
20200119 18:44,120.3879,23.6872,8435
20200119 18:44,120.3770,23.6706,8436
20200119 18:44,120.3789,23.6745,8437
20200119 18:44,120.3815,23.6736,8439
20200119 18:44,120.3700,23.6628,8440
20200119 18:44,120.3903,23.6899,8441
20200119 18:44,120.3829,23.6752,8442
20200119 18:44,120.3895,23.6904,8443
20200119 18:44,120.3820,23.6791,8445
20200119 18:44,120.3861,23.6858,8446
20200119 18:44,120.3753,23.6740,8447
20200119 18:44,120.3829,23.6752,8448
20200119 18:44,120.3873,23.6945,8449
20200119 18:45,120.3724,23.6634,8450
20200119 18:45,120.3741,23.6656,8451
20200119 18:45,120.3647,23.6584,8452
20200119 18:45,120.3724,23.6634,8453
20200119 18:45,120.3520,23.6471,8454
20200119 18:45,120.3615,23.6562,8455
20200119 18:45,120.3583,23.6538,8457
20200119 18:45,120.3698,23.6707,8458
20200119 18:45,120.3687,23.6625,8459
20200119 18:45,120.3650,23.6615,8460
20200119 18:45,120.3526,23.6470,8461
20200119 18:45,120.3633,23.6607,8462
20200119 18:45,120.3700,23.6628,8464
20200119 18:45,120.3543,23.6471,8465
20200119 18:45,120.3541,23.6431,8466
20200119 18:45,120.3647,23.6584,8467
20200119 18:45,120.3546,23.6471,8468
20200119 18:45,120.3562,23.6531,8469
20200119 18:46,120.3541,23.6431,8470
20200119 18:46,120.3371,23.6295,8471
20200119 18:46,120.3440,23.6297,8472
20200119 18:46,120.3517,23.6368,8473
20200119 18:46,120.3440,23.6298,8474
20200119 18:46,120.3518,23.6370,8477
20200119 18:46,120.3407,23.6274,8479
20200119 18:46,120.3440,23.6297,8480
20200119 18:46,120.3410,23.6162,8481
20200119 18:46,120.3371,23.6295,8482
20200119 18:46,120.3435,23.6297,8483
20200119 18:46,120.3519,23.6370,8484
20200119 18:46,120.3410,23.6162,8485
20200119 18:46,120.3525,23.6379,8486
20200119 18:46,120.3386,23.6188,8487
20200119 18:46,120.3436,23.6297,8488
20200119 18:47,120.3336,23.6045,8489
20200119 18:47,120.3331,23.6107,8490
20200119 18:47,120.3353,23.6087,8491
20200119 18:47,120.3302,23.6029,8493
20200119 18:47,120.3391,23.6170,8495
20200119 18:47,120.3334,23.5943,8496
20200119 18:47,120.3354,23.6120,8497
20200119 18:47,120.3325,23.6075,8498
20200119 18:47,120.3322,23.5999,8499
20200119 18:47,120.3325,23.6075,8500
20200119 18:47,120.3322,23.5999,8501
20200119 18:47,120.3306,23.6034,8502
20200119 18:47,120.3326,23.6080,8503
20200119 18:47,120.3334,23.5943,8504
20200119 18:47,120.3336,23.6045,8505
20200119 18:47,120.3322,23.5999,8506
20200119 18:47,120.3336,23.6045,8507
20200119 18:47,120.3336,23.6136,8508
20200119 18:47,120.3302,23.6029,8509
20200119 18:47,120.3336,23.6136,8510
20200119 18:47,120.3354,23.6120,8511
20200119 18:47,120.3331,23.6107,8512
20200119 18:47,120.3332,23.6062,8513
20200119 18:47,120.3391,23.6170,8515
20200119 18:47,120.3331,23.6107,8516
20200119 18:47,120.3353,23.6082,8517
20200119 18:48,120.3320,23.5660,8519
20200119 18:48,120.3264,23.5781,8520
20200119 18:48,120.3314,23.5597,8521
20200119 18:48,120.3270,23.5796,8522
20200119 18:48,120.3320,23.5660,8523
20200119 18:48,120.3318,23.5711,8524
20200119 18:49,120.3313,23.5597,8527
20200119 18:49,120.3302,23.5566,8528
20200119 18:49,120.3299,23.5543,8529
20200119 18:49,120.3302,23.5566,8531
20200119 18:49,120.3296,23.5528,8533
20200119 18:49,120.3302,23.5566,8534
20200119 18:49,120.3311,23.5597,8535
20200119 18:49,120.3299,23.5543,8536
20200119 18:49,120.3311,23.5597,8537
20200119 18:50,120.3290,23.5139,8538
20200119 18:50,120.3221,23.5244,8539
20200119 18:50,120.3271,23.5327,8540
20200119 18:50,120.3290,23.5139,8541
20200119 18:51,120.3248,23.4863,8542
20200119 18:51,120.3208,23.4968,8544
20200119 18:52,120.3250,23.4834,8546
20200119 18:53,120.3216,23.4557,8550
20200119 18:53,120.3242,23.4635,8552
20200119 18:53,120.3233,23.4568,8558
20200119 18:53,120.3242,23.4635,8559
20200119 18:53,120.3264,23.4609,8560
20200119 18:54,120.3232,23.4557,8561
20200119 18:56,120.3241,23.4576,8563
20200119 18:56,120.3268,23.4574,8564
20200119 18:56,120.3233,23.4558,8566
20200119 18:57,120.3239,23.4575,8569
20200119 19:00,120.3233,23.4558,8571
20200119 19:01,120.3268,23.4574,8573
20200119 19:03,120.3240,23.4576,8578
20200119 19:03,120.3268,23.4574,8579
20200119 19:03,120.3239,23.4575,8580
20200119 19:04,120.3251,23.4618,8583
20200119 19:04,120.3268,23.4574,8584
20200119 19:05,120.3264,23.4609,8586
20200119 19:07,120.3233,23.4558,8587
20200119 19:09,120.3339,23.4536,8594
20200119 19:09,120.3233,23.4558,8595
20200119 19:12,120.3268,23.4574,8600
20200119 19:12,120.3233,23.4558,8602
20200119 19:12,120.3268,23.4574,8603
20200119 19:12,120.3233,23.4558,8605
20200119 19:14,120.3287,23.4545,8610
20200119 19:17,120.3312,23.4508,8611
20200119 19:18,120.3383,23.4529,8613
20200119 19:20,120.3438,23.4502,8614
20200119 19:22,120.3580,23.4478,8616
20200119 19:23,120.3628,23.4461,8619
20200119 19:23,120.3594,23.4473,8620
20200119 19:23,120.3636,23.4457,8622
20200119 19:23,120.3608,23.4485,8623
20200119 19:23,120.3636,23.4457,8625
20200119 19:23,120.3594,23.4473,8626
20200119 19:23,120.3636,23.4458,8627
20200119 19:25,120.3631,23.4546,8632
20200119 19:26,120.3751,23.4591,8636
20200119 19:26,120.3770,23.4661,8639
20200119 19:26,120.3748,23.4583,8640
20200119 19:26,120.3678,23.4584,8641
20200119 19:26,120.3748,23.4583,8643
20200119 19:26,120.3757,23.4605,8645
20200119 19:26,120.3746,23.4577,8646
20200119 19:26,120.3730,23.4766,8647
20200119 19:26,120.3815,23.4804,8648
20200119 19:26,120.3747,23.4577,8649
20200119 19:26,120.3761,23.4621,8651
20200119 19:26,120.3746,23.4577,8654
20200119 19:26,120.3755,23.4599,8656
20200119 19:28,120.3865,23.4829,8657
20200119 19:28,120.3897,23.4824,8658
20200119 19:28,120.3865,23.4827,8660
20200119 19:29,120.3926,23.4934,8664
20200119 19:29,120.3928,23.4970,8665
20200119 19:29,120.3911,23.4931,8666
20200119 19:29,120.3935,23.4973,8670
20200119 19:30,120.4037,23.5144,8672
20200119 19:30,120.3985,23.5043,8673
20200119 19:30,120.4021,23.5087,8674
20200119 19:31,120.4064,23.5289,8675
20200119 19:31,120.4071,23.5312,8676
20200119 19:31,120.4046,23.5234,8680
20200119 19:31,120.4053,23.5258,8681
20200119 19:31,120.4059,23.5280,8682
20200119 19:31,120.4074,23.5316,8683
20200119 19:31,120.4043,23.5214,8684
20200119 19:31,120.4075,23.5322,8685
20200119 19:31,120.4061,23.5281,8689
20200119 19:31,120.4050,23.5254,8691
20200119 19:31,120.4071,23.5309,8692
20200119 19:31,120.4061,23.5284,8698
20200119 19:31,120.4074,23.5320,8699
20200119 19:31,120.4045,23.5219,8704
20200119 19:31,120.4061,23.5281,8707
20200119 19:31,120.4075,23.5317,8709
20200119 19:32,120.4100,23.5383,8711
20200119 19:32,120.4077,23.5323,8712
20200119 19:35,120.4271,23.5499,8719
20200119 19:35,120.4246,23.5478,8720
20200119 19:35,120.4271,23.5499,8722
20200119 19:35,120.4238,23.5472,8723
20200119 19:35,120.4141,23.5481,8724
20200119 19:35,120.4271,23.5557,8725
20200119 19:35,120.4246,23.5478,8726
20200119 19:37,120.4252,23.5546,8728
20200119 19:37,120.4286,23.5511,8732
20200119 19:37,120.4236,23.5536,8733
20200119 19:37,120.4272,23.5557,8734
20200119 19:37,120.4286,23.5511,8736
20200119 19:39,120.4233,23.5603,8737
20200119 19:40,120.4260,23.5571,8739
20200119 19:40,120.4319,23.5570,8741
20200119 19:40,120.4274,23.5564,8742
20200119 19:41,120.4290,23.5555,8746
20200119 19:41,120.4349,23.5539,8751
20200119 19:41,120.4287,23.5556,8752
20200119 19:42,120.4314,23.5555,8755
20200119 19:43,120.4330,23.5573,8757
20200119 19:45,120.4354,23.5573,8759
20200119 19:46,120.4398,23.5577,8761
20200119 19:46,120.4372,23.5573,8766
20200119 19:47,120.4420,23.5587,8767
20200119 19:47,120.4465,23.5601,8770
20200119 19:47,120.4411,23.5583,8771
20200119 19:47,120.4555,23.5607,8773
20200119 19:48,120.4465,23.5601,8774
20200119 19:49,120.4512,23.5599,8778
20200119 19:49,120.4528,23.5558,8780
20200119 19:49,120.4492,23.5603,8781
20200119 19:49,120.4528,23.5558,8782
20200119 19:49,120.4518,23.5585,8783
20200119 19:49,120.4492,23.5603,8784
20200119 19:50,120.4717,23.5580,8785
20200119 19:50,120.4584,23.5612,8786
20200119 19:51,120.4634,23.5624,8790
20200119 19:52,120.4677,23.5600,8792
20200119 19:52,120.4700,23.5588,8793
20200119 19:52,120.4674,23.5625,8794
20200119 19:52,120.4700,23.5588,8795
20200119 19:52,120.4677,23.5600,8796
20200119 19:53,120.4716,23.5562,8798
20200119 19:54,120.4746,23.5573,8804
20200119 19:54,120.4716,23.5564,8806
20200119 19:54,120.4740,23.5574,8807
20200119 19:55,120.4751,23.5572,8822
20200119 19:56,120.4716,23.5532,8825
20200119 19:56,120.4753,23.5571,8826
20200119 19:56,120.4758,23.5544,8832
20200119 19:56,120.4746,23.5573,8833
20200119 20:04,120.4716,23.5554,8845
20200119 20:06,120.4676,23.5600,8846
20200119 20:06,120.4690,23.5654,8847
20200119 20:07,120.4667,23.5606,8848
20200119 20:08,120.4595,23.5615,8852
20200119 20:08,120.4613,23.5553,8856
20200119 20:08,120.4592,23.5614,8858
20200119 20:10,120.4474,23.5602,8859
20200119 20:10,120.4424,23.5589,8860
20200119 20:14,120.4306,23.5581,8861
20200119 20:20,120.4307,23.5568,8863
20200119 20:25,120.4316,23.5561,8865
20200119 20:28,120.4307,23.5581,8869
20200119 20:30,120.4306,23.5565,8871
20200119 20:37,120.4316,23.5561,8880
20200119 20:39,120.4301,23.5553,8891
20200119 20:42,120.4316,23.5561,8893
20200119 20:50,120.4316,23.5578,8898
20200119 20:52,120.4316,23.5561,8905
20200119 20:53,120.4323,23.5575,8907
20200119 20:56,120.4308,23.5581,8912
20200119 21:00,120.4475,23.5602,8914
20200119 21:00,120.4413,23.5584,8915
20200119 21:00,120.4475,23.5602,8917
20200119 21:00,120.4383,23.5573,8918
20200119 21:00,120.4409,23.5582,8919
20200119 21:00,120.4383,23.5573,8920
20200119 21:00,120.4416,23.5585,8921
20200119 21:02,120.4513,23.5605,8924
20200119 21:06,120.4700,23.5588,8926
20200119 21:13,120.4706,23.5567,8928
20200119 21:26,120.4716,23.5551,8934
20200119 23:19,120.4726,23.5552,8982
20200119 23:44,120.4738,23.5556,8990
20200120 00:02,120.4746,23.5570,9001
20200120 00:30,120.4737,23.5574,9011
20200120 01:01,120.4734,23.5553,9017
20200120 01:59,120.4745,23.5569,9033
20200120 02:08,120.4731,23.5552,9036
20200120 02:34,120.4745,23.5566,9042
20200120 02:54,120.4728,23.5559,9046
20200120 03:08,120.4742,23.5560,9050
20200120 03:09,120.4723,23.5556,9055
20200120 03:15,120.4744,23.5573,9060
20200120 03:19,120.4723,23.5556,9061
20200120 03:35,120.4744,23.5571,9065
20200120 04:06,120.4742,23.5560,9067
20200120 05:04,120.4726,23.5558,9077
20200120 05:43,120.4743,23.5562,9087
20200120 06:03,120.4736,23.5553,9091
20200120 06:43,120.4724,23.5558,9101
20200120 07:17,120.4737,23.5581,9114
20200120 07:34,120.4724,23.5554,9124
20200120 07:50,120.4741,23.5578,9131
20200120 07:50,120.4724,23.5554,9132
20200120 07:51,120.4737,23.5583,9133
20200120 08:08,120.4720,23.5552,9142
20200120 08:29,120.4737,23.5575,9150
20200120 08:38,120.4795,23.5596,9154
20200120 08:57,120.4768,23.5641,9156
20200120 09:31,120.4759,23.5645,9171
20200120 10:29,120.4745,23.5636,9191
20200120 11:38,120.4792,23.5599,9237
20200120 11:38,120.4752,23.5587,9238
20200120 11:53,120.4720,23.5588,9239
20200120 11:54,120.4686,23.5595,9242
20200120 11:54,120.4649,23.5611,9244
20200120 11:54,120.4693,23.5591,9245
20200120 11:54,120.4649,23.5611,9247
20200120 11:54,120.4692,23.5592,9248
20200120 11:55,120.4610,23.5538,9259
20200120 11:55,120.4645,23.5605,9260
20200120 11:56,120.4608,23.5527,9264
20200120 11:56,120.4551,23.5512,9265
20200120 11:56,120.4609,23.5536,9266
20200120 11:56,120.4575,23.5474,9269
20200120 11:57,120.4603,23.5421,9270
20200120 11:57,120.4587,23.5453,9271
20200120 11:57,120.4589,23.5422,9275
20200120 11:57,120.4588,23.5451,9278
20200120 11:57,120.4587,23.5415,9285
20200120 11:57,120.4591,23.5443,9287
20200120 11:58,120.4594,23.5366,9288
20200120 11:58,120.4614,23.5352,9297
20200120 11:58,120.4584,23.5373,9298
20200120 11:58,120.4608,23.5356,9299
20200120 11:59,120.4657,23.5309,9300
20200120 11:59,120.4670,23.5286,9302
20200120 11:59,120.4657,23.5309,9303
20200120 11:59,120.4688,23.5257,9304
20200120 11:59,120.4670,23.5286,9307
20200120 11:59,120.4685,23.5261,9308
20200120 11:59,120.4639,23.5330,9309
20200120 11:59,120.4685,23.5261,9310
20200120 11:59,120.4659,23.5305,9311
20200120 11:59,120.4685,23.5261,9312
20200120 11:59,120.4609,23.5270,9313
20200120 11:59,120.4659,23.5305,9314
20200120 11:59,120.4682,23.5267,9315
20200120 11:59,120.4639,23.5330,9316
20200120 12:00,120.4651,23.5276,9317
20200120 12:00,120.4683,23.5265,9318
20200120 12:02,120.4630,23.5186,9329
20200120 12:03,120.4617,23.5142,9331
20200120 12:05,120.4616,23.5041,9335
20200120 12:06,120.4517,23.4977,9337
20200120 12:09,120.4550,23.4955,9338
20200120 12:10,120.4597,23.4884,9339
20200120 12:11,120.4551,23.4831,9340
20200120 12:11,120.4539,23.4863,9342
20200120 12:11,120.4536,23.4829,9343
20200120 12:11,120.4556,23.4866,9345
20200120 12:13,120.4596,23.4872,9346
20200120 12:15,120.4519,23.4826,9348
20200120 12:15,120.4489,23.4828,9349
20200120 12:15,120.4526,23.4828,9350
20200120 12:27,120.4502,23.4802,9355
20200120 12:30,120.4525,23.4831,9357
20200120 13:13,120.4518,23.4811,9377
20200120 13:31,120.4515,23.4826,9383
20200120 13:41,120.4519,23.4809,9387
20200120 13:42,120.4519,23.4827,9388
20200120 13:47,120.4517,23.4810,9392
20200120 13:57,120.4515,23.4820,9395
20200120 14:00,120.4517,23.4811,9396
20200120 14:10,120.4522,23.4822,9400
20200120 14:14,120.4509,23.4825,9404
20200120 14:17,120.4524,23.4822,9408
20200120 14:18,120.4500,23.4801,9410
20200120 14:18,120.4518,23.4824,9411
20200120 14:21,120.4506,23.4803,9416
20200120 14:21,120.4524,23.4822,9417
20200120 14:28,120.4500,23.4801,9430
20200120 14:29,120.4509,23.4825,9434
20200120 14:29,120.4498,23.4800,9436
20200120 14:30,120.4509,23.4825,9438
20200120 14:41,120.4502,23.4802,9443
20200120 14:42,120.4493,23.4810,9457
20200120 14:43,120.4465,23.4818,9466
20200120 14:44,120.4478,23.4838,9467
20200120 14:45,120.4501,23.4847,9469
20200120 14:45,120.4475,23.4838,9471
20200120 14:45,120.4501,23.4847,9473
20200120 14:45,120.4475,23.4838,9474
20200120 14:48,120.4541,23.4864,9478
20200120 14:48,120.4521,23.4849,9479
20200120 14:48,120.4576,23.4868,9481
20200120 14:48,120.4545,23.4865,9482
20200120 14:50,120.4607,23.4876,9484
20200120 14:51,120.4626,23.4884,9485
20200120 14:52,120.4646,23.4892,9489
20200120 14:53,120.4642,23.4868,9497
